feature_idx,feature_name,target,feature_type,pearson_r,pearson_p,spearman_r,spearman_p,n_valid,pearson_significant,spearman_significant
90,left_second_finger_distal_x,angle,raw_std,-0.13672853111420474,0.011010880447055817,-0.06309480783495587,0.24246579490554732,345,True,False
90,left_second_finger_distal_x,depth,raw_mean,0.0008321504250259435,0.9877127320679183,0.02511376077028618,0.6420404508854477,345,False,False
90,left_second_finger_distal_x,depth,raw_std,0.07462001692563812,0.1666943638314647,0.039651176255710546,0.4628855014032904,345,False,False
90,left_second_finger_distal_x,left_right,raw_mean,-0.05726790601033417,0.2888197006337315,-0.01477236638193019,0.7845429557223719,345,False,False
90,left_second_finger_distal_x,left_right,raw_std,-0.060015799610167765,0.26626686830323243,-0.11829845425722607,0.028017456320732582,345,False,False
91,left_second_finger_distal_y,angle,raw_mean,0.10325315319152502,0.05536435300800231,0.14617220005824022,0.006532185311914212,345,False,True
91,left_second_finger_distal_y,angle,raw_std,-0.1514408180174755,0.004818014946606631,-0.2066469950188698,0.00011055421212420515,345,True,True
91,left_second_finger_distal_y,depth,raw_mean,0.00999747192302776,0.8532090411532712,0.008570605101043818,0.8739705622979645,345,False,False
91,left_second_finger_distal_y,depth,raw_std,0.01957571700965062,0.7171144645891693,-0.02507635496515342,0.6425365435186934,345,False,False
91,left_second_finger_distal_y,left_right,raw_mean,0.05240112754238042,0.33182609813930086,0.02969070303107648,0.5825937183474146,345,False,False
91,left_second_finger_distal_y,left_right,raw_std,0.08860104385996811,0.10039301330985058,0.036003223035350945,0.505079214452661,345,False,False
92,left_second_finger_distal_z,angle,raw_mean,0.022801595560731587,0.6729968015995492,0.016633889108990434,0.7581882662741288,345,False,False
92,left_second_finger_distal_z,angle,raw_std,-0.22126177678273895,3.37825459440044e-05,-0.24800582186230072,3.1188617080845965e-06,345,True,True
92,left_second_finger_distal_z,depth,raw_mean,0.13393378038847426,0.012777583310205046,0.1835124416320456,0.0006139942191617712,345,True,True
92,left_second_finger_distal_z,depth,raw_std,0.21260684442905797,6.883921726374658e-05,0.22505071153341866,2.4516130470003247e-05,345,True,True
92,left_second_finger_distal_z,left_right,raw_mean,0.004282349266800892,0.936831550997321,-0.02376232299928565,0.660063244639448,345,False,False
92,left_second_finger_distal_z,left_right,raw_std,-0.006504915212726135,0.9041772119977447,0.0253716488482528,0.6386245596222586,345,False,False
93,left_third_finger_mcp_x,angle,raw_mean,0.255948502323874,1.4554642892759134e-06,0.34535936922881066,4.23775336096445e-11,345,True,True
93,left_third_finger_mcp_x,angle,raw_std,-0.18307249318186206,0.0006331472457444302,-0.11514263260423965,0.03251402973722057,345,True,False
93,left_third_finger_mcp_x,depth,raw_mean,0.009705238446478184,0.8574534133865143,0.029306863855812885,0.5874797572113287,345,False,False
93,left_third_finger_mcp_x,depth,raw_std,0.08662142547774274,0.10825138881172904,0.04157932861716332,0.4413996394596689,345,False,False
93,left_third_finger_mcp_x,left_right,raw_mean,-0.05442671249172712,0.31344979360484343,-0.009239231167776554,0.8642301082118289,345,False,False
93,left_third_finger_mcp_x,left_right,raw_std,-0.047657847370040016,0.3775096418926504,-0.11813173546353882,0.028240896674223376,345,False,False
94,left_third_finger_mcp_y,angle,raw_mean,0.16132095236000726,0.00265374218928496,0.1545117926521934,0.0040171870711521755,345,True,True
94,left_third_finger_mcp_y,angle,raw_std,-0.19418002693730319,0.00028536213564170387,-0.3385979796941179,1.0602289564885611e-10,345,True,True
94,left_third_finger_mcp_y,depth,raw_mean,0.0050207888735947365,0.9259677940872172,0.009421002702108926,0.8615855685441168,345,False,False
94,left_third_finger_mcp_y,depth,raw_std,0.014142840080230513,0.7935131748608966,-0.04340037763813832,0.42163997566634775,345,False,False
94,left_third_finger_mcp_y,left_right,raw_mean,0.04884377904778186,0.3657407627623214,0.01867571945341271,0.7296002716058008,345,False,False
94,left_third_finger_mcp_y,left_right,raw_std,0.09240916044071398,0.08655378631306021,0.049578896235599544,0.35856141781573303,345,False,False
95,left_third_finger_mcp_z,angle,raw_mean,0.003772945729168139,0.9443327337357457,-0.022999595476895188,0.6703232283622663,345,False,False
95,left_third_finger_mcp_z,angle,raw_std,-0.292970926634338,2.9553482162698957e-08,-0.4125116829199468,1.3170685054596988e-15,345,True,True
95,left_third_finger_mcp_z,depth,raw_mean,0.1287446544428229,0.016728903352964987,0.18194826528850572,0.0006846321832552116,345,False,True
95,left_third_finger_mcp_z,depth,raw_std,0.17780051891967796,0.000909962105514703,0.19342381106081677,0.00030170144856388984,345,True,True
95,left_third_finger_mcp_z,left_right,raw_mean,0.010733464939585435,0.8425385410024177,-0.018127783014913818,0.7372372345125799,345,False,False
95,left_third_finger_mcp_z,left_right,raw_std,-0.00720174259848598,0.8939698174288857,0.010221425498333773,0.8499592144713976,345,False,False
96,left_third_finger_pip_x,angle,raw_mean,0.24931364867825018,2.755840205890858e-06,0.3341700688055124,1.910031716872818e-10,345,True,True
96,left_third_finger_pip_x,angle,raw_std,-0.15984291039918308,0.00290760249938871,-0.08865275507229829,0.10019397419833243,345,True,False
96,left_third_finger_pip_x,depth,raw_mean,0.01847153784853614,0.7324430157707875,0.024615649873030002,0.6486595868786724,345,False,False
96,left_third_finger_pip_x,depth,raw_std,0.08012138419709838,0.13749715037247598,0.035891892839868086,0.5063978835692959,345,False,False
96,left_third_finger_pip_x,left_right,raw_mean,-0.049814735162208364,0.35627697667725056,-0.012130436050063921,0.8223656254141288,345,False,False
96,left_third_finger_pip_x,left_right,raw_std,-0.05134215636893814,0.34170364742453385,-0.11795332735916357,0.028481694913882305,345,False,False
97,left_third_finger_pip_y,angle,raw_mean,0.1719109245725614,0.0013486972083487905,0.1639740213805641,0.0022480944477801653,345,True,True
97,left_third_finger_pip_y,angle,raw_std,-0.1698826074670144,0.0015400510556561901,-0.26528189247721184,5.75193558553472e-07,345,True,True
97,left_third_finger_pip_y,depth,raw_mean,0.001954698978091897,0.9711426685922289,0.00587307755505954,0.9134463067351226,345,False,False
