target,config,alpha,cv_mse,pred_std,n_features
depth,both_wrists_f140,10.0,0.009938833814269282,0.08287334759676243,6
depth,both_wrists_f150,1.0,0.010087649275068463,0.09565052306436053,6
depth,both_wrists_f150,5.0,0.009948400752100564,0.08762377569778461,6
depth,both_wrists_f150,10.0,0.010028117250934125,0.08286868137199828,6
depth,both_wrists_f160,1.0,0.012769003855004273,0.08592886006536037,6
depth,both_wrists_f160,5.0,0.012947994684201282,0.08040817403447685,6
depth,both_wrists_f160,10.0,0.013140653642210247,0.07687069503583063,6
depth,shoulder+hip_f140,1.0,0.009923975715300475,0.0871766820970918,6
depth,shoulder+hip_f140,5.0,0.010141975566597128,0.08163117296904694,6
depth,shoulder+hip_f140,10.0,0.010286831032131906,0.07861715996436561,6
depth,shoulder+hip_f150,1.0,0.009143750495068511,0.09241820664127806,6
depth,shoulder+hip_f150,5.0,0.009250213164583633,0.08728820307647421,6
depth,shoulder+hip_f150,10.0,0.009311079463508886,0.0835360865058891,6
depth,shoulder+hip_f160,1.0,0.009946699760931339,0.08858072748450563,6
depth,shoulder+hip_f160,5.0,0.01032908240058404,0.08247664097491769,6
depth,shoulder+hip_f160,10.0,0.010578948379813043,0.07843788448948667,6
left_right,right_wrist_f100,1.0,0.015691171946378247,0.033458578254714946,3
left_right,right_wrist_f100,5.0,0.015388324375598905,0.02996250078901645,3
left_right,right_wrist_f100,10.0,0.015189260416585632,0.02757059159419883,3
left_right,right_wrist_f120,1.0,0.013789887481690036,0.04598742261916837,3
left_right,right_wrist_f120,5.0,0.013666414914549037,0.042189008658116534,3
left_right,right_wrist_f120,10.0,0.013608016640974111,0.038852238388898966,3
left_right,right_wrist_f140,1.0,0.013392190501596691,0.04925405510952231,3
left_right,right_wrist_f140,5.0,0.013287639318678827,0.045457846496916386,3
left_right,right_wrist_f140,10.0,0.013228493828175777,0.04178943889231327,3
left_right,right_wrist_f150,1.0,0.012662416714575795,0.05841385512432919,3
left_right,right_wrist_f150,5.0,0.012567036630303438,0.054395834958503156,3
left_right,right_wrist_f150,10.0,0.01251569772593598,0.050282624452496295,3
left_right,right_wrist_f160,1.0,0.012473897224205067,0.06493380279885069,3
left_right,right_wrist_f160,5.0,0.01235072238765342,0.059765132021295984,3
left_right,right_wrist_f160,10.0,0.012286756840032874,0.054645310910453514,3
left_right,right_elbow_f100,1.0,0.016216591733096752,0.04046189021897308,3
left_right,right_elbow_f100,5.0,0.01604990874924859,0.0385755343677861,3
left_right,right_elbow_f100,10.0,0.015821712674263785,0.03580463342859421,3
left_right,right_elbow_f120,1.0,0.014432059254301686,0.040626162322208205,3
left_right,right_elbow_f120,5.0,0.014313259177642266,0.03734365865018361,3
left_right,right_elbow_f120,10.0,0.014228540342827294,0.03428840838488334,3
left_right,right_elbow_f140,1.0,0.01382552658264917,0.047235812023663094,3
left_right,right_elbow_f140,5.0,0.013700206162213636,0.043609753225475036,3
left_right,right_elbow_f140,10.0,0.01361506491248621,0.04014240548110983,3
left_right,right_elbow_f150,1.0,0.013227934927454424,0.05257678631370618,3
left_right,right_elbow_f150,5.0,0.013161494774537978,0.04885370547619296,3
left_right,right_elbow_f150,10.0,0.013114897249885496,0.04484852052921737,3
left_right,right_elbow_f160,1.0,0.01343058497893357,0.05688567453060225,3
left_right,right_elbow_f160,5.0,0.013249016474089315,0.05279869328896098,3
left_right,right_elbow_f160,10.0,0.013134035040345262,0.04875863680043017,3
left_right,right_shoulder_f100,1.0,0.015737718461978054,0.03301393652868754,3
left_right,right_shoulder_f100,5.0,0.015563937989979624,0.030806165825062095,3
left_right,right_shoulder_f100,10.0,0.015401982747720975,0.02862500297234126,3
left_right,right_shoulder_f120,1.0,0.015010638754508495,0.03178551639199256,3
left_right,right_shoulder_f120,5.0,0.014913531981106247,0.03004297304933413,3
left_right,right_shoulder_f120,10.0,0.014821244406449333,0.0282636638047595,3
left_right,right_shoulder_f140,1.0,0.014206396902571493,0.04450299279288549,3
left_right,right_shoulder_f140,5.0,0.014097683807498792,0.04170633492892497,3
left_right,right_shoulder_f140,10.0,0.014006909663092194,0.038868573631841256,3
left_right,right_shoulder_f150,1.0,0.013914867282556588,0.04785719982253506,3
left_right,right_shoulder_f150,5.0,0.013795651914732214,0.04470186025756236,3
left_right,right_shoulder_f150,10.0,0.01370250120138853,0.04151522079709858,3
left_right,right_shoulder_f160,1.0,0.013496180889375767,0.05009748915542806,3
left_right,right_shoulder_f160,5.0,0.013417920258608159,0.04574059326343806,3
left_right,right_shoulder_f160,10.0,0.013380442618116887,0.041685680193680436,3
left_right,left_wrist_f100,1.0,0.016231957614575236,0.040711651381093485,3
left_right,left_wrist_f100,5.0,0.01556602092161781,0.03263144024039933,3
left_right,left_wrist_f100,10.0,0.015268873844883804,0.028564888479805334,3
left_right,left_wrist_f120,1.0,0.01472437122410155,0.03649901025578506,3
left_right,left_wrist_f120,5.0,0.01460500414770057,0.03398251275567998,3
left_right,left_wrist_f120,10.0,0.014508984857480103,0.03150342000556294,3
left_right,left_wrist_f140,1.0,0.013912134167688137,0.04343966732111597,3
left_right,left_wrist_f140,5.0,0.01381829004159918,0.040678821056594976,3
left_right,left_wrist_f140,10.0,0.013744569566813232,0.03783665726513807,3
left_right,left_wrist_f150,1.0,0.014520382345293325,0.04362044916102302,3
left_right,left_wrist_f150,5.0,0.014384050015454102,0.039487468651617105,3
left_right,left_wrist_f150,10.0,0.014285372269190636,0.03577840832561403,3
left_right,left_wrist_f160,1.0,0.015522241014009702,0.05868180967417412,3
left_right,left_wrist_f160,5.0,0.015357012850008555,0.05357223352213508,3
left_right,left_wrist_f160,10.0,0.015259897226820907,0.049712918349520185,3
left_right,right_hip_f100,1.0,0.015768997728743787,0.03433122194918161,3
left_right,right_hip_f100,5.0,0.015604492728391072,0.03234115213715126,3
left_right,right_hip_f100,10.0,0.015444133860270989,0.030285380168865197,3
left_right,right_hip_f120,1.0,0.015073578796112597,0.03859007871638882,3
left_right,right_hip_f120,5.0,0.01494761593100596,0.035835128314302654,3
left_right,right_hip_f120,10.0,0.014839277527837254,0.033177551943055494,3
left_right,right_hip_f140,1.0,0.014457558976705165,0.03955123211062537,3
left_right,right_hip_f140,5.0,0.014369220722448527,0.03710391943468105,3
left_right,right_hip_f140,10.0,0.014292201660396273,0.034592991316125685,3
left_right,right_hip_f150,1.0,0.014713365228037302,0.042024620619669426,3
left_right,right_hip_f150,5.0,0.014577373057910112,0.03924136058522391,3
left_right,right_hip_f150,10.0,0.014460155281274617,0.03639000037011796,3
left_right,right_hip_f160,1.0,0.014852801386322268,0.04325327718377673,3
left_right,right_hip_f160,5.0,0.014714467967120469,0.039979230642642596,3
left_right,right_hip_f160,10.0,0.014598911423874952,0.0367674364765985,3
left_right,right_knee_f100,1.0,0.015960809936582703,0.03384527656308336,3
left_right,right_knee_f100,5.0,0.0157161174024149,0.031238185786157578,3
left_right,right_knee_f100,10.0,0.015508662321979814,0.02887078336317717,3
left_right,right_knee_f120,1.0,0.01563598476977465,0.043223787483458925,3
left_right,right_knee_f120,5.0,0.015466329118336057,0.04115373912684557,3
left_right,right_knee_f120,10.0,0.015334640829892096,0.039279328229680034,3
left_right,right_knee_f140,1.0,0.014942731616954768,0.03424513495453845,3
left_right,right_knee_f140,5.0,0.014799070387915116,0.032291860674271776,3
left_right,right_knee_f140,10.0,0.014690504653592664,0.030416167420315332,3
left_right,right_knee_f150,1.0,0.01467098954583,0.03750905359477168,3
left_right,right_knee_f150,5.0,0.014545412687124764,0.03501937129190474,3
left_right,right_knee_f150,10.0,0.01444517299944878,0.03256275323053172,3
left_right,right_knee_f160,1.0,0.014425562972640896,0.04245226469440948,3
left_right,right_knee_f160,5.0,0.014322824369027222,0.03875770545736112,3
left_right,right_knee_f160,10.0,0.014254965175092262,0.03533770048010099,3
left_right,neck_f100,1.0,0.01579405661525842,0.034882115021220905,3
left_right,neck_f100,5.0,0.015601245481382645,0.03245659085419773,3
left_right,neck_f100,10.0,0.01542366493294895,0.030063192592902997,3
left_right,neck_f120,1.0,0.014982852297744135,0.03248723412867712,3
left_right,neck_f120,5.0,0.014890753712524402,0.030782852436373315,3
left_right,neck_f120,10.0,0.014802646869882738,0.029042243634865256,3
left_right,neck_f140,1.0,0.014148946267555602,0.04332225139572123,3
left_right,neck_f140,5.0,0.014060177935000617,0.0399337225344186,3
left_right,neck_f140,10.0,0.013996448480930429,0.03661550814710309,3
left_right,neck_f150,1.0,0.013848415361858464,0.04723974765460569,3
left_right,neck_f150,5.0,0.01375361571422373,0.04381692956124284,3
left_right,neck_f150,10.0,0.013684711777405064,0.04034090486736399,3
left_right,neck_f160,1.0,0.01348976301008342,0.048818805933717825,3
left_right,neck_f160,5.0,0.01343182981235533,0.04519408354339513,3
left_right,neck_f160,10.0,0.013399634225777318,0.041526307304788984,3
left_right,nose_f100,1.0,0.015305258427159405,0.036622742732327046,3
left_right,nose_f100,5.0,0.015157710201915982,0.033837697374119624,3
left_right,nose_f100,10.0,0.015029622114818135,0.031207082362916826,3
left_right,nose_f120,1.0,0.014941578271562644,0.04130748661716453,3
left_right,nose_f120,5.0,0.01479339515277509,0.03857860598529884,3
left_right,nose_f120,10.0,0.01466203576744435,0.035858929694253465,3
left_right,nose_f140,1.0,0.013600538140174232,0.049755599581912516,3
left_right,nose_f140,5.0,0.013500271013026567,0.046165766791787965,3
left_right,nose_f140,10.0,0.013429981777487738,0.04252266518775723,3
left_right,nose_f150,1.0,0.013549582370774365,0.05158072549644653,3
left_right,nose_f150,5.0,0.013434977448218782,0.04803167676627804,3
left_right,nose_f150,10.0,0.013352161562971886,0.04435596666617375,3
left_right,nose_f160,1.0,0.01341792174415888,0.049400795215671575,3
left_right,nose_f160,5.0,0.01334562697252279,0.04610949926395031,3
left_right,nose_f160,10.0,0.013297840556192628,0.04268459976886118,3
left_right,mid_hip_f100,1.0,0.01581515863134599,0.03514431282207598,3
left_right,mid_hip_f100,5.0,0.01564369582762928,0.033123443371425774,3
left_right,mid_hip_f100,10.0,0.015476419080987019,0.03103175309777364,3
left_right,mid_hip_f120,1.0,0.015041110276070137,0.03791346639775732,3
left_right,mid_hip_f120,5.0,0.014921725333058132,0.035275667488092424,3
left_right,mid_hip_f120,10.0,0.014817736382744383,0.03271096266269779,3
left_right,mid_hip_f140,1.0,0.01463355627348022,0.03830696320568022,3
left_right,mid_hip_f140,5.0,0.014540670738443246,0.03598191950507086,3
left_right,mid_hip_f140,10.0,0.014457206478294975,0.03359767597027159,3
left_right,mid_hip_f150,1.0,0.014966775643791655,0.04112756138125982,3
left_right,mid_hip_f150,5.0,0.014814096188200822,0.03839938374634342,3
left_right,mid_hip_f150,10.0,0.01467988137282201,0.03561708930991538,3
left_right,mid_hip_f160,1.0,0.015063106017406343,0.04281661089142554,3
left_right,mid_hip_f160,5.0,0.014905320053268932,0.03977249991805584,3
left_right,mid_hip_f160,10.0,0.014768188899474018,0.03673557328990864,3
left_right,right_wrist_f120_vel5,1.0,0.014131859683190194,0.06396307169518839,6
left_right,right_wrist_f120_vel5,5.0,0.013364561282668174,0.0544347221322599,6
left_right,right_wrist_f120_vel5,10.0,0.01314239595483323,0.04952212772925382,6
left_right,right_wrist_f120_vel10,1.0,0.014453718072981422,0.0627078901538498,6
left_right,right_wrist_f120_vel10,5.0,0.013664473127585942,0.05409644420518738,6
left_right,right_wrist_f120_vel10,10.0,0.013357882966659101,0.04886703657607668,6
left_right,right_wrist_f140_vel5,1.0,0.01234516766833637,0.06684741862273574,6
left_right,right_wrist_f140_vel5,5.0,0.012172459031021161,0.061485740278104134,6
left_right,right_wrist_f140_vel5,10.0,0.012087368923222569,0.05657680480093442,6
left_right,right_wrist_f140_vel10,1.0,0.012632524566911833,0.07060519274492522,6
left_right,right_wrist_f140_vel10,5.0,0.01246396949033875,0.06443427980084557,6
left_right,right_wrist_f140_vel10,10.0,0.012371565675416264,0.05950459400502152,6
left_right,right_wrist_f150_vel5,1.0,0.012824805642195104,0.07047993023771044,6
left_right,right_wrist_f150_vel5,5.0,0.01237103889757629,0.06076676690037193,6
left_right,right_wrist_f150_vel5,10.0,0.012245726877990727,0.05452645293014586,6
left_right,right_wrist_f150_vel10,1.0,0.011590016159192772,0.07253478214033204,6
left_right,right_wrist_f150_vel10,5.0,0.011365319106932304,0.06363733952723342,6
left_right,right_wrist_f150_vel10,10.0,0.011374211994774563,0.057015562594667085,6
left_right,right_elbow_f120_vel5,1.0,0.014423135138675778,0.05580423335486511,6
left_right,right_elbow_f120_vel5,5.0,0.014027690881557187,0.05112002005271436,6
left_right,right_elbow_f120_vel5,10.0,0.013790062875738435,0.04705110633559148,6
left_right,right_elbow_f120_vel10,1.0,0.014470931408892487,0.05510954441753392,6
left_right,right_elbow_f120_vel10,5.0,0.014071152719244197,0.05063229241507712,6
left_right,right_elbow_f120_vel10,10.0,0.013837254563374193,0.046824345297166635,6
left_right,right_elbow_f140_vel5,1.0,0.013161471472699382,0.06052990943375763,6
left_right,right_elbow_f140_vel5,5.0,0.012883303197174047,0.05508958268293761,6
left_right,right_elbow_f140_vel5,10.0,0.012758156203704582,0.05088332777214702,6
left_right,right_elbow_f140_vel10,1.0,0.01269446456420176,0.06520474252757998,6
left_right,right_elbow_f140_vel10,5.0,0.012521602196280717,0.055138525044853434,6
left_right,right_elbow_f140_vel10,10.0,0.012557999720100455,0.04904355580699646,6
left_right,right_elbow_f150_vel5,1.0,0.01255838409793629,0.06823696799503905,6
left_right,right_elbow_f150_vel5,5.0,0.012287582839824614,0.05776831414715358,6
left_right,right_elbow_f150_vel5,10.0,0.012271226105350192,0.05108849246529601,6
left_right,right_elbow_f150_vel10,1.0,0.012348072516435963,0.07071485303933123,6
left_right,right_elbow_f150_vel10,5.0,0.012103284562058848,0.06100922049516413,6
left_right,right_elbow_f150_vel10,10.0,0.01208920708584215,0.05436671765860058,6
left_right,wrist+elbow_f140,1.0,0.013039594976063239,0.0557905214738421,6
left_right,wrist+elbow_f140,5.0,0.013182882059866539,0.048545007068661924,6
left_right,wrist+elbow_f140,10.0,0.013238215721824651,0.04543532254961697,6
left_right,wrist+elbow_f150,1.0,0.011561470229019781,0.0637711189477407,6
left_right,wrist+elbow_f150,5.0,0.012020885797918822,0.05607454519910805,6
left_right,wrist+elbow_f150,10.0,0.012241158255533943,0.05273175872424476,6
left_right,wrist+elbow_f160,1.0,0.011506047022644265,0.0704907849871681,6
left_right,wrist+elbow_f160,5.0,0.011736649739192058,0.063283066987892,6
left_right,wrist+elbow_f160,10.0,0.011878445566288112,0.0586366911129918,6
left_right,both_wrists_f140,1.0,0.012478694246637983,0.06327330718915762,6
left_right,both_wrists_f140,5.0,0.012381934551140403,0.05426828798215977,6
left_right,both_wrists_f140,10.0,0.012451782345159592,0.049060089098396584,6
left_right,both_wrists_f150,1.0,0.012378072508362677,0.07268262233692757,6
left_right,both_wrists_f150,5.0,0.012432123513109867,0.06483618023329518,6
left_right,both_wrists_f150,10.0,0.012566288605453174,0.06002963168712417,6
left_right,both_wrists_f160,1.0,0.011487522714944399,0.08032019588003228,6
left_right,both_wrists_f160,5.0,0.011304142379290472,0.07154232363530343,6
left_right,both_wrists_f160,10.0,0.011387129080781691,0.06466664038032635,6
left_right,shoulder+hip_f140,1.0,0.01367744983989681,0.05112837647212028,6
left_right,shoulder+hip_f140,5.0,0.013613109102543073,0.043875295915271874,6
left_right,shoulder+hip_f140,10.0,0.013698854237940188,0.04050843579383477,6
left_right,shoulder+hip_f150,1.0,0.0131197625354854,0.05631239437217453,6
left_right,shoulder+hip_f150,5.0,0.013306226720343654,0.04724574784490677,6
left_right,shoulder+hip_f150,10.0,0.0134795549659496,0.043343299145981444,6
left_right,shoulder+hip_f160,1.0,0.012623998981787343,0.061530386362614466,6
left_right,shoulder+hip_f160,5.0,0.01303557347781944,0.05032433441893061,6
left_right,shoulder+hip_f160,10.0,0.013273919830976295,0.04529387380037957,6
