target,config,alpha,cv_mse,pred_std,n_features
angle,right_knee_f150,1.0,0.007409035690657414,0.1381984830440395,3
angle,right_knee_f150,5.0,0.007346351497835847,0.138115294771424,3
angle,right_knee_f150,10.0,0.007290041217088714,0.1380443582604332,3
angle,right_knee_f160,1.0,0.007544708295885862,0.13811943911753521,3
angle,right_knee_f160,5.0,0.007482845441601997,0.13797722890594835,3
angle,right_knee_f160,10.0,0.007422902139288268,0.13786187881355957,3
angle,neck_f100,1.0,0.007225343069802854,0.13652886065990485,3
angle,neck_f100,5.0,0.007182541907844541,0.13655854085389652,3
angle,neck_f100,10.0,0.007143246854761791,0.1366008858232395,3
angle,neck_f120,1.0,0.007254518721051794,0.13943920914876884,3
angle,neck_f120,5.0,0.007178648057202271,0.13912333780153904,3
angle,neck_f120,10.0,0.007109690499589114,0.13883988165292924,3
angle,neck_f140,1.0,0.007469271923664416,0.13888809109075242,3
angle,neck_f140,5.0,0.007377496763577162,0.13863288603835278,3
angle,neck_f140,10.0,0.007290054516221768,0.13839380409273686,3
angle,neck_f150,1.0,0.007180493841556119,0.139918837490518,3
angle,neck_f150,5.0,0.007102954029919616,0.1395268357331471,3
angle,neck_f150,10.0,0.0070332493849138795,0.13915928539480932,3
angle,neck_f160,1.0,0.007490892845793358,0.13907032451700008,3
angle,neck_f160,5.0,0.007394069668259157,0.13883770559023026,3
angle,neck_f160,10.0,0.007304618170738921,0.13862089028146105,3
angle,nose_f100,1.0,0.0070951057825109805,0.1370255547909634,3
angle,nose_f100,5.0,0.007059350610696375,0.13699795345412455,3
angle,nose_f100,10.0,0.00702860983104304,0.13698407115173222,3
angle,nose_f120,1.0,0.007281039395070385,0.13949998490814622,3
angle,nose_f120,5.0,0.007196713395105546,0.13923548313951253,3
angle,nose_f120,10.0,0.007120527996900859,0.1389872291371563,3
angle,nose_f140,1.0,0.007249966613027874,0.13951393844067408,3
angle,nose_f140,5.0,0.007153444732629353,0.13910604221416348,3
angle,nose_f140,10.0,0.0070688379147032234,0.13874133088680343,3
angle,nose_f150,1.0,0.0071754292762687775,0.1405777067169175,3
