meta_epochs,inner_lr,num_inner_steps,maml_mse,baseline_mse,improvement_pct,maml_angle,maml_depth,maml_left_right
50,0.01,3,0.03605879664107023,0.035545669731236317,-1.4435708026145133,0.03304785376366193,0.03881946670086775,0.036309069458681016
50,0.01,5,0.032403705218270566,0.035545669731236317,8.839232842487982,0.01834507899793207,0.040827701318308256,0.038038335338571365
50,0.05,3,0.037594853472946575,0.035545669731236317,-5.764932148428494,0.03410969174091063,0.04867654786577284,0.02999832081215627
50,0.05,5,0.027063790582882257,0.035545669731236317,23.86191964446368,0.020868331973583582,0.03857841851203612,0.02174462126302707
100,0.01,3,0.036878381661779924,0.035545669731236317,-3.749294754101837,0.02348011618077785,0.041837500837731,0.04531752796683092
100,0.01,5,0.03364415776723411,0.035545669731236317,5.3494897645189745,0.022473110035538243,0.04163869567529951,0.036820667590864574
100,0.05,3,0.029872549341337557,0.035545669731236317,15.960088620621532,0.035339190787701515,0.029804346616554567,0.024474110619756597
100,0.05,5,0.030877444767356214,0.035545669731236317,13.133034204101174,0.027160426952859425,0.030653220483741903,0.03481868686546732
