target,participant_id,feature,delta_mse_mean,delta_mse_std,baseline_mse_mean
depth,2,mid_hip_z_min,3.092821210289726e-05,9.045260604936387e-05,0.007815412792040472
depth,2,mid_hip_z_q25,0.0,0.0,0.007815412792040472
depth,2,mid_hip_z_q75,-5.967887976953516e-05,0.00011935775953907033,0.007815412792040472
depth,2,mid_hip_z_range,0.0001118330467464573,0.00018548551703739265,0.007815412792040472
left_right,2,acceleration_at_release,0.0,0.0,0.016987904118535485
left_right,2,arm_extension_angle,-3.1479830730204646e-05,4.3586282368009805e-05,0.016987904118535485
left_right,2,arm_plane_angle,8.369988978448872e-07,1.6739977956897744e-06,0.016987904118535485
left_right,2,azimuth_angle,-5.8851609242654975e-06,1.1770321848530993e-05,0.016987904118535485
left_right,2,elbow_alignment,-9.312589889987865e-05,0.00013687918179589815,0.016987904118535485
left_right,2,elbow_height_relative,-6.0418153698234275e-06,1.4611422460958136e-05,0.016987904118535485
left_right,2,elevation_angle,0.0,0.0,0.016987904118535485
left_right,2,forward_position,-0.00021534965048996199,0.0003169470290201779,0.016987904118535485
left_right,2,guide_hand_vx,-6.255053472063732e-06,1.2510106944127464e-05,0.016987904118535485
left_right,2,hip_lateral_range,-1.12794563825111e-05,2.25589127650222e-05,0.016987904118535485
left_right,2,hip_vertical_velocity_max,1.606588619906778e-05,3.213177239813556e-05,0.016987904118535485
left_right,2,jerk_at_release,0.0,0.0,0.016987904118535485
left_right,2,knee_bend_depth,-4.0982944665146626e-05,7.961151028758167e-05,0.016987904118535485
left_right,2,knee_extension_rate_max,-0.00029570962865607675,0.0005560487516140106,0.016987904118535485
left_right,2,lateral_offset,-6.730297787614567e-05,0.00013712021435143695,0.016987904118535485
left_right,2,left_wrist_z_energy,6.370097609028937e-05,0.0011705986339774527,0.016987904118535485
left_right,2,left_wrist_z_max,3.6136627518737475e-07,7.227325503747495e-07,0.016987904118535485
left_right,2,left_wrist_z_mean,0.0003470239656829202,0.0005619680159217775,0.016987904118535485
left_right,2,left_wrist_z_min,1.114137154119843e-05,2.228274308239686e-05,0.016987904118535485
left_right,2,left_wrist_z_q25,-3.1215997052466e-05,6.072060127346397e-05,0.016987904118535485
left_right,2,left_wrist_z_q75,0.0003454965946074959,0.00022108485828031734,0.016987904118535485
left_right,2,left_wrist_z_range,4.337807920719791e-05,5.3402513346970626e-05,0.016987904118535485
left_right,2,left_wrist_z_std,1.4605279917841163e-05,2.9210559835682325e-05,0.016987904118535485
left_right,2,mid_hip_z_energy,0.0,0.0,0.016987904118535485
left_right,2,mid_hip_z_max,0.0,0.0,0.016987904118535485
left_right,2,mid_hip_z_mean,-2.687231809067048e-05,5.374463618134096e-05,0.016987904118535485
left_right,2,mid_hip_z_min,0.0,0.0,0.016987904118535485
left_right,2,mid_hip_z_q25,0.0,0.0,0.016987904118535485
left_right,2,mid_hip_z_q75,-0.0002716134070535017,0.000568323643090117,0.016987904118535485
left_right,2,mid_hip_z_range,0.0,0.0,0.016987904118535485
angle,3,acceleration_at_release,0.0,0.0,0.003033664441531965
angle,3,arm_extension_angle,0.0,0.0,0.003033664441531965
angle,3,arm_plane_angle,0.0,0.0,0.003033664441531965
angle,3,azimuth_angle,0.0,0.0,0.003033664441531965
angle,3,elbow_alignment,0.0,0.0,0.003033664441531965
angle,3,elbow_height_relative,0.0,0.0,0.003033664441531965
angle,3,elevation_angle,-2.026349315998894e-06,4.052698631997788e-06,0.003033664441531965
angle,3,forward_position,0.0,0.0,0.003033664441531965
angle,3,guide_hand_vx,0.0,0.0,0.003033664441531965
angle,3,hip_lateral_range,-2.307570036066131e-05,4.615140072132262e-05,0.003033664441531965
angle,3,hip_vertical_velocity_max,0.0,0.0,0.003033664441531965
angle,3,jerk_at_release,0.0,0.0,0.003033664441531965
angle,3,knee_bend_depth,0.0,0.0,0.003033664441531965
angle,3,knee_extension_rate_max,0.0,0.0,0.003033664441531965
angle,3,lateral_offset,0.0,0.0,0.003033664441531965
