Keypoint,Start,End,Window,Test R²,Std
right_shoulder_z,110,130,20,-0.10166388273239135,0.11282704742738606
left_knee_z,140,175,35,-0.10173181772232055,0.11108821151623147
left_ankle_z,130,160,30,-0.10173428058624268,0.12358750636624813
left_knee_z,140,160,20,-0.1017355728149414,0.1097254814476048
left_wrist_z,110,140,30,-0.10176589488983154,0.11023980658746022
left_shoulder_z,70,105,35,-0.1017786717414856,0.10767103845221825
right_ankle_z,80,90,10,-0.10180750846862793,0.10837212877315411
left_hip_z,170,180,10,-0.10181478023529053,0.12250332969140905
right_knee_z,170,200,30,-0.10182973623275757,0.1153573106893627
left_hip_z,120,125,5,-0.10183228731155396,0.11278099791873106
right_ankle_z,90,120,30,-0.10183421134948731,0.12351549388087135
left_elbow_z,90,145,55,-0.10184234857559205,0.13838220582185784
right_hip_z,160,165,5,-0.1018657636642456,0.12191998199002212
right_shoulder_z,80,105,25,-0.10189792156219482,0.10431761462173553
right_ankle_z,140,175,35,-0.10190175056457519,0.10905857226790772
right_knee_z,90,135,45,-0.1019051170349121,0.11055784148172541
right_wrist_z,150,200,50,-0.10191981077194213,0.15993909820109897
left_wrist_z,80,85,5,-0.10196036577224732,0.10707966868755021
left_ankle_z,140,160,20,-0.1019677186012268,0.11269470092040047
right_knee_z,170,195,25,-0.10197577238082886,0.11410165333721359
right_ankle_z,150,205,55,-0.10199777126312255,0.13011089624536445
left_knee_z,160,200,40,-0.1020006775856018,0.12307625499611112
left_elbow_z,80,115,35,-0.1020160174369812,0.12015244653548741
left_shoulder_z,170,205,35,-0.10203536748886108,0.10812495628609974
right_knee_z,140,185,45,-0.10206395626068115,0.1120250294643524
left_hip_z,130,165,35,-0.10206432580947876,0.11747955285748858
left_hip_z,70,105,35,-0.10208025693893433,0.11008427684729324
left_hip_z,60,115,55,-0.10209416389465333,0.10943237495111
left_knee_z,100,145,45,-0.10210870027542114,0.12208310020960782
right_wrist_z,120,140,20,-0.10211928129196167,0.12132175694084728
right_ankle_z,80,125,45,-0.10213009119033814,0.12475020115709229
right_wrist_z,120,170,50,-0.10214606285095215,0.11663375986270604
left_knee_z,130,140,10,-0.10216259241104125,0.13818988274587185
left_ankle_z,110,160,50,-0.10216476440429688,0.11527232573858032
left_elbow_z,120,135,15,-0.10216957807540894,0.1121027822423948
left_wrist_z,80,100,20,-0.10217623233795166,0.11323133147491068
left_elbow_z,130,170,40,-0.10220035791397095,0.11307127130991007
left_knee_z,80,135,55,-0.10223454475402832,0.10925282169199299
left_wrist_z,80,135,55,-0.10225239753723145,0.11708646175372196
left_elbow_z,150,190,40,-0.10225766658782959,0.1515405492590487
right_shoulder_z,90,95,5,-0.10227182865142823,0.10761019677992124
left_hip_z,90,135,45,-0.10227280139923095,0.1143237548430525
right_hip_z,70,80,10,-0.1022743034362793,0.10992750046620409
right_elbow_z,60,100,40,-0.10230102062225342,0.11283019784848095
right_wrist_z,70,105,35,-0.10230360984802246,0.11275489783563329
right_elbow_z,70,120,50,-0.10230819702148437,0.12191185739899299
right_hip_z,60,75,15,-0.10230909585952759,0.11326536583401775
right_ankle_z,170,185,15,-0.10230918169021606,0.11382733315380451
left_knee_z,140,165,25,-0.10231447696685791,0.10872137869021359
right_hip_z,60,95,35,-0.10231959581375122,0.10956673178476753
right_ankle_z,150,160,10,-0.10233144044876098,0.10657793628312333
left_elbow_z,150,170,20,-0.10233502626419068,0.1190554277807074
right_knee_z,140,160,20,-0.10233606338500977,0.11096118459268503
left_shoulder_z,90,135,45,-0.10234905242919921,0.11416905698889733
right_hip_z,130,165,35,-0.10237032175064087,0.11675034307386552
right_wrist_z,110,135,25,-0.10237177848815918,0.11054602777537514
left_hip_z,80,115,35,-0.10237325429916382,0.11384432610301488
right_knee_z,80,135,55,-0.1023819875717163,0.11134138609628198
right_wrist_z,70,85,15,-0.102386736869812,0.10893488022207945
right_wrist_z,70,110,40,-0.10239536285400391,0.11620951872470492
right_elbow_z,120,165,45,-0.1024015212059021,0.11964132215480773
right_knee_z,70,100,30,-0.10240752220153809,0.10414351467807853
right_shoulder_z,80,115,35,-0.10242652177810668,0.10755485232548764
right_shoulder_z,80,120,40,-0.10243560552597046,0.11396686392384928
left_elbow_z,120,125,5,-0.10244296312332153,0.1107763525464789
right_wrist_z,100,105,5,-0.10246826410293579,0.122946563555284
left_ankle_z,110,165,55,-0.10248670339584351,0.11353065694067359
left_ankle_z,120,165,45,-0.10248835563659668,0.11243168467814278
left_ankle_z,170,195,25,-0.10249216794967651,0.11926825894148027
left_elbow_z,90,140,50,-0.10251255512237549,0.13334788248400614
right_hip_z,160,205,45,-0.10251731157302857,0.13764133277385757
left_elbow_z,170,215,45,-0.10251891104735505,0.11340643161123938
left_ankle_z,60,70,10,-0.10252429008483886,0.13392012816229792
right_elbow_z,70,125,55,-0.10253637313842773,0.12588251891484512
left_wrist_z,160,190,30,-0.10254114151000976,0.15721231115877016
left_wrist_z,130,170,40,-0.10255385160446168,0.11517047126707144
left_ankle_z,100,105,5,-0.10255572557449341,0.11811394943905526
right_ankle_z,80,135,55,-0.10257532596588134,0.10903272129248687
left_wrist_z,80,110,30,-0.10257754564285278,0.11912237097087307
right_knee_z,110,160,50,-0.10258212566375732,0.10541450000053808
left_wrist_z,80,105,25,-0.10261265754699707,0.11731766245021864
left_ankle_z,170,205,35,-0.10261344909667969,0.11450688634133692
left_knee_z,170,200,30,-0.10262511968612671,0.10922464693120294
left_ankle_z,90,145,55,-0.10263219594955444,0.12632838784339434
right_shoulder_z,60,105,45,-0.10263433694839477,0.1110989737065404
left_wrist_z,130,165,35,-0.10264327764511108,0.11820991210270555
left_shoulder_z,170,180,10,-0.10264736175537109,0.12716676573835684
right_knee_z,110,150,40,-0.10265354633331299,0.11063580855249928
right_wrist_z,140,155,15,-0.10265499114990234,0.11670647396054278
right_shoulder_z,90,140,50,-0.1026635456085205,0.11548635559147567
right_knee_z,100,150,50,-0.10267354249954223,0.11343141566095405
left_ankle_z,90,115,25,-0.10269295930862427,0.10968931955772372
left_elbow_z,60,115,55,-0.10270101070404053,0.11834475429207687
left_wrist_z,90,105,15,-0.10271263837814332,0.11731803456939251
left_knee_z,130,185,55,-0.1027293300628662,0.11228029202983117
right_elbow_z,120,125,5,-0.10273735046386719,0.10948864430286183
right_shoulder_z,100,115,15,-0.10274743318557739,0.11161996611191456
left_ankle_z,120,145,25,-0.10275274753570557,0.1215484839839684
right_elbow_z,90,100,10,-0.10276162624359131,0.11992491451107644
left_shoulder_z,80,120,40,-0.10278424024581909,0.12040976787380143
left_knee_z,160,165,5,-0.1027898621559143,0.11969504135676706
right_elbow_z,120,150,30,-0.10281331777572632,0.13175491528390249
left_ankle_z,100,125,25,-0.10283868551254273,0.12714986783957358
right_elbow_z,90,115,25,-0.10285796403884888,0.11688579443860896
right_wrist_z,60,110,50,-0.10287306070327759,0.11508693095257269
right_knee_z,170,190,20,-0.10287438869476319,0.1118848054563919
right_ankle_z,140,165,25,-0.1028808307647705,0.10653663080684068
right_ankle_z,130,180,50,-0.10288961172103882,0.11417963912121014
left_knee_z,70,85,15,-0.10289839506149293,0.10509958866866916
left_elbow_z,80,90,10,-0.10290135383605957,0.10948693418272894
left_shoulder_z,60,85,25,-0.10290791749954224,0.11010895324429525
left_wrist_z,140,170,30,-0.10290838241577148,0.11300851812640092
left_shoulder_z,70,80,10,-0.10293984174728393,0.10761283160962203
right_knee_z,80,115,35,-0.10294082641601562,0.11558564564734722
left_wrist_z,60,70,10,-0.10295032978057861,0.11795458957248471
left_ankle_z,120,160,40,-0.10297877550125122,0.11451392505863507
left_shoulder_z,160,165,5,-0.10299577713012695,0.11882063842620846
right_wrist_z,80,135,55,-0.10300868034362792,0.11707230489131984
left_elbow_z,100,145,45,-0.10304110050201416,0.13373293493050115
right_elbow_z,60,75,15,-0.10304824590682983,0.10550530808233569
right_hip_z,130,170,40,-0.10305866003036498,0.11092787834455094
right_ankle_z,100,145,45,-0.103074951171875,0.13480860702923203
left_shoulder_z,60,65,5,-0.10312788009643555,0.10831053105408812
left_shoulder_z,130,165,35,-0.10312840700149536,0.12105602476069353
right_ankle_z,60,100,40,-0.10314125061035156,0.11182964819127987
right_shoulder_z,70,110,40,-0.10314384460449219,0.10590606553299138
left_hip_z,90,140,50,-0.10314455270767212,0.12025151649608162
right_wrist_z,150,155,5,-0.10315120935440064,0.10936125506763869
right_knee_z,90,145,55,-0.10316752910614013,0.12422725570285888
right_knee_z,60,70,10,-0.10318558931350708,0.1261612208272745
right_shoulder_z,130,155,25,-0.10321621417999267,0.1324188558060235
left_shoulder_z,100,115,15,-0.1032255506515503,0.11432623991645655
right_wrist_z,90,105,15,-0.10322818994522094,0.12016998484782335
right_elbow_z,70,90,20,-0.10324246644973754,0.11256447554496692
right_hip_z,60,110,50,-0.10325809001922608,0.10836159255444486
left_knee_z,140,180,40,-0.10326040029525757,0.11469123893142857
left_knee_z,150,195,45,-0.10326220035552978,0.10821506629733806
left_knee_z,70,100,30,-0.10327926397323609,0.11077006176068895
right_shoulder_z,130,145,15,-0.10332526683807373,0.12312875964490196
right_ankle_z,150,200,50,-0.10335654497146607,0.12624655979590843
left_hip_z,70,110,40,-0.10336976528167724,0.11109685858518548
right_ankle_z,100,140,40,-0.10337260961532593,0.12835392901035786
right_shoulder_z,60,110,50,-0.10337583065032958,0.10789076563714939
right_hip_z,70,110,40,-0.10338716506958008,0.10921863647877715
left_wrist_z,70,110,40,-0.10339390993118286,0.11664874197986934
right_ankle_z,90,110,20,-0.10341559886932374,0.11682546302784408
right_elbow_z,60,70,10,-0.10344288825988769,0.10379445658227458
right_ankle_z,140,180,40,-0.10345475435256958,0.1131463266611346
left_knee_z,110,155,45,-0.10347403049468994,0.10607755722052056
left_ankle_z,130,165,35,-0.1034749174118042,0.11913256701303764
right_shoulder_z,100,135,35,-0.10348166227340698,0.11463644277772825
left_knee_z,110,165,55,-0.1034929633140564,0.10413324356584296
right_shoulder_z,60,95,35,-0.1035013222694397,0.11034872110495257
right_elbow_z,80,115,35,-0.10350817441940308,0.11790065079263869
left_elbow_z,80,135,55,-0.10350833654403686,0.119071484556345
left_hip_z,130,170,40,-0.10351760149002075,0.11168126577356963
left_wrist_z,160,200,40,-0.10351976871490479,0.13567812299100254
left_ankle_z,170,200,30,-0.10352664232254029,0.11413878021860112
left_ankle_z,120,125,5,-0.10354753017425537,0.10653570102269318
right_knee_z,90,95,5,-0.10355481147766113,0.10444336407997776
left_wrist_z,70,100,30,-0.10355647802352905,0.1082521184586647
left_wrist_z,70,105,35,-0.10355899810791015,0.11371552273873216
right_wrist_z,70,100,30,-0.10356607675552368,0.10872505876968047
left_hip_z,80,105,25,-0.10356616973876953,0.10989508488803458
right_wrist_z,60,105,45,-0.10357587814331054,0.1119545414143433
right_ankle_z,90,140,50,-0.10358278751373291,0.12769315334157377
left_shoulder_z,100,135,35,-0.10358442544937134,0.11332097280449299
left_ankle_z,90,140,50,-0.10359342813491822,0.12850077628076378
left_shoulder_z,130,175,45,-0.10360456228256226,0.11585831018265567
left_wrist_z,60,110,50,-0.10360633373260499,0.11301622210307907
left_shoulder_z,100,140,40,-0.10360686302185058,0.11705114495526174
right_elbow_z,70,95,25,-0.10360894203186036,0.112594122015772
right_elbow_z,150,155,5,-0.10362513780593872,0.10878577814267545
left_shoulder_z,80,115,35,-0.10363389492034912,0.11440743711290483
right_knee_z,70,80,10,-0.10367210865020753,0.10314019817348198
left_hip_z,100,145,45,-0.10368354320526123,0.112747674455819
left_wrist_z,150,185,35,-0.103709876537323,0.1625900941811505
right_elbow_z,90,105,15,-0.10372230052947998,0.11951987247703706
left_knee_z,90,100,10,-0.10373454570770263,0.11148159015484152
right_shoulder_z,80,125,45,-0.1037383770942688,0.11713115478743459
right_shoulder_z,140,155,15,-0.10379457950592041,0.11520969526736033
right_shoulder_z,70,105,35,-0.10380087852478027,0.10736952692551165
left_elbow_z,90,105,15,-0.1038407588005066,0.12050555738296177
right_elbow_z,60,90,30,-0.10384764671325683,0.11117814330415182
right_knee_z,90,130,40,-0.10386072397232056,0.10986333204292967
left_knee_z,100,135,35,-0.10386097192764282,0.11129521248307704
right_knee_z,70,85,15,-0.10386167526245117,0.1053671496135519
right_ankle_z,70,125,55,-0.10386500120162964,0.1377471055838999
left_elbow_z,80,95,15,-0.1038700008392334,0.11114531333184066
right_elbow_z,110,165,55,-0.10387837409973144,0.11019972987058149
left_elbow_z,160,190,30,-0.103880295753479,0.14075449073606427
left_knee_z,150,160,10,-0.10388431787490844,0.11032335195528646
left_shoulder_z,120,170,50,-0.10388761043548583,0.1092303879196543
left_wrist_z,130,140,10,-0.10395407438278198,0.1339984772144321
left_ankle_z,80,120,40,-0.10395476579666138,0.12019699428797728
left_elbow_z,70,115,45,-0.10395596027374268,0.1205951707478224
left_knee_z,170,195,25,-0.1039562177658081,0.10840173313848622
right_hip_z,140,155,15,-0.10396358251571655,0.1133892471000348
right_shoulder_z,170,205,35,-0.10396458387374878,0.10824456473950436
right_shoulder_z,130,175,45,-0.10400383234024048,0.1169395305892948
right_ankle_z,150,195,45,-0.10401878833770752,0.12367580852647203
right_elbow_z,140,160,20,-0.10402509927749634,0.11148309737401996
left_hip_z,160,210,50,-0.10402913570404053,0.14362558965442065
right_elbow_z,150,195,45,-0.10404344081878662,0.151058650859839
left_elbow_z,130,160,30,-0.1040726375579834,0.12183854989233628
right_elbow_z,110,150,40,-0.1040908145904541,0.1204026044704639
left_wrist_z,60,65,5,-0.10409615755081177,0.11189513857764577
left_ankle_z,160,200,40,-0.10410092115402221,0.1221299537534853
left_shoulder_z,70,110,40,-0.10410232305526733,0.10960031462210483
left_shoulder_z,60,75,15,-0.1041125464439392,0.10964351425584952
left_wrist_z,130,160,30,-0.10412277936935425,0.12673745075395393
left_ankle_z,130,150,20,-0.10413655281066894,0.11647859795900549
left_wrist_z,100,150,50,-0.10413949966430663,0.122526061453006
right_wrist_z,120,130,10,-0.10414437055587769,0.11723959948927357
left_hip_z,150,180,30,-0.10415195703506469,0.10949085549775152
right_hip_z,70,105,35,-0.1041998291015625,0.10799015314162472
left_wrist_z,80,90,10,-0.10420604705810547,0.11013476899429853
left_ankle_z,100,150,50,-0.10421161413192749,0.11694562163556182
left_ankle_z,60,100,40,-0.10421501159667969,0.11339686103813172
right_elbow_z,90,110,20,-0.10421683073043823,0.11558428467795508
right_elbow_z,80,135,55,-0.10421725034713746,0.12279784790054585
left_ankle_z,160,210,50,-0.10422829389572144,0.12275962750986887
right_elbow_z,130,170,40,-0.10426766872406006,0.11782558384239433
left_knee_z,100,110,10,-0.10427416563034057,0.11244187194181579
right_knee_z,70,110,40,-0.10427591562271118,0.11022984370034554
left_elbow_z,80,130,50,-0.10428800106048584,0.12043839403338225
right_wrist_z,140,160,20,-0.10429270267486572,0.11384343790913846
right_wrist_z,130,170,40,-0.10430413007736206,0.11695967803303822
left_knee_z,150,175,25,-0.10431089878082275,0.1056329280288126
right_elbow_z,80,100,20,-0.10431849956512451,0.11655994705631348
left_wrist_z,100,110,10,-0.10432048082351685,0.12052857758649985
left_shoulder_z,80,110,30,-0.10432074308395385,0.10918673526456782
right_knee_z,80,100,20,-0.10433098554611206,0.10586291132624881
left_hip_z,60,85,25,-0.1043363332748413,0.10833916353130736
left_wrist_z,120,175,55,-0.10435776472091675,0.11492556648539269
left_wrist_z,170,185,15,-0.10436419010162354,0.15717557760752074
left_shoulder_z,80,105,25,-0.10437042474746704,0.10723474149212786
right_hip_z,100,145,45,-0.10438246011734009,0.11229143586166841
right_knee_z,70,105,35,-0.10441250562667846,0.10466889889830773
right_ankle_z,140,195,55,-0.10442062854766845,0.11540680157416139
right_wrist_z,130,145,15,-0.10442101001739502,0.13719712371089285
right_shoulder_z,150,175,25,-0.10444139003753662,0.11085764579512936
left_hip_z,80,125,45,-0.1044454550743103,0.11622391083819496
left_shoulder_z,60,70,10,-0.1044507908821106,0.10945832731897634
left_elbow_z,90,100,10,-0.10446075439453124,0.11453003149363626
right_shoulder_z,80,135,55,-0.10448316335678101,0.11457404210589518
left_wrist_z,150,155,5,-0.10448812961578369,0.11238326967353383
left_elbow_z,120,155,35,-0.10450361490249634,0.12773343362565828
left_knee_z,160,195,35,-0.10450998544692994,0.11748281135883235
left_hip_z,160,205,45,-0.10452558994293212,0.13770087192895558
right_hip_z,100,135,35,-0.10453126907348632,0.11307214478335918
right_shoulder_z,160,190,30,-0.10453187942504882,0.12267056489451147
right_elbow_z,80,105,25,-0.10453299522399902,0.1180722240838776
left_ankle_z,160,195,35,-0.10453639268875121,0.12447675500756457
right_elbow_z,80,110,30,-0.10454049348831176,0.11646280551330877
right_knee_z,80,105,25,-0.10454553842544556,0.10794824157490544
right_hip_z,140,165,25,-0.10456961631774903,0.10912164653793525
left_wrist_z,150,180,30,-0.10457809209823608,0.15265230243672084
left_ankle_z,70,115,45,-0.10458265781402588,0.11065713880361634
left_knee_z,80,115,35,-0.10459238052368164,0.1195803610429863
right_hip_z,70,75,5,-0.10460454225540161,0.11205637873729046
right_shoulder_z,130,160,30,-0.1046138072013855,0.1287209583354387
right_ankle_z,160,185,25,-0.10462097644805908,0.12090628807595397
right_elbow_z,120,160,40,-0.1046429681777954,0.12439209395421566
right_wrist_z,110,140,30,-0.10464641332626343,0.1052234990669738
right_shoulder_z,100,130,30,-0.10465846061706544,0.11685932285382264
left_shoulder_z,70,75,5,-0.10465851306915283,0.11030305276428881
right_hip_z,130,145,15,-0.10466447591781616,0.1290128884644926
left_shoulder_z,80,125,45,-0.10467453002929687,0.12291051008661001
left_ankle_z,140,180,40,-0.10469597339630127,0.11161222646958467
right_knee_z,160,165,5,-0.10469602108001709,0.11552288958695482
right_wrist_z,140,170,30,-0.10470551013946533,0.11396688330831226
right_knee_z,80,110,30,-0.104787175655365,0.11256039205413171
right_ankle_z,140,185,45,-0.10480517625808716,0.11268026753732271
right_shoulder_z,160,200,40,-0.10481590032577515,0.13084925497373998
left_wrist_z,100,155,55,-0.10482690572738647,0.11951757614473581
left_elbow_z,60,75,15,-0.10483597040176391,0.11167725125642702
right_hip_z,60,85,25,-0.1048508071899414,0.10871123642347372
left_knee_z,150,190,40,-0.10486912727355957,0.11217864812717668
right_elbow_z,90,140,50,-0.10488068103790284,0.12580204224059346
right_elbow_z,60,110,50,-0.10488354921340942,0.11587329459524028
right_elbow_z,80,130,50,-0.10488833904266358,0.12594737296600078
right_elbow_z,150,200,50,-0.10493432521820069,0.1475876475475248
left_wrist_z,150,190,40,-0.10494377851486206,0.157808621276202
left_wrist_z,170,205,35,-0.1049509859085083,0.11478840900372304
left_ankle_z,170,190,20,-0.10496818780899048,0.122438390054723
right_knee_z,150,160,10,-0.10498661279678345,0.1134167968177041
left_wrist_z,100,145,45,-0.10501907110214233,0.12210206227087586
right_knee_z,150,190,40,-0.10502521991729737,0.11559834678797531
right_hip_z,80,125,45,-0.10509085178375244,0.11453029261770237
left_elbow_z,110,140,30,-0.1051055908203125,0.11125649345072176
left_shoulder_z,120,130,10,-0.10511530399322509,0.1023680091244503
right_ankle_z,100,120,20,-0.10516033887863159,0.12446538921338958
left_wrist_z,80,95,15,-0.10518378019332886,0.11112066613640753
right_elbow_z,140,170,30,-0.10519334077835082,0.11358967185659913
right_knee_z,160,190,30,-0.10521536111831666,0.12062502673833474
right_elbow_z,60,105,45,-0.10523173570632935,0.11580410050773238
right_elbow_z,150,170,20,-0.10524161100387573,0.11979848209830345
left_knee_z,170,190,20,-0.10525083541870117,0.10945090211395403
right_knee_z,160,200,40,-0.10525572061538696,0.12838917437683678
left_wrist_z,80,130,50,-0.10525935888290405,0.11850523167047956
left_elbow_z,80,100,20,-0.10525964736938477,0.11336236006554028
left_ankle_z,90,120,30,-0.10526065587997437,0.12007827447727387
left_shoulder_z,150,155,5,-0.10526089191436767,0.1066328208750728
left_wrist_z,60,100,40,-0.10526642560958863,0.10641420214430905
right_knee_z,150,200,50,-0.10527570724487305,0.110941037995345
left_elbow_z,60,65,5,-0.10529587030410767,0.10950587321630423
left_ankle_z,80,115,35,-0.1052959156036377,0.11036280782668376
left_shoulder_z,160,180,20,-0.1053073000907898,0.12395377319127746
right_shoulder_z,70,75,5,-0.10531496286392211,0.10818194801761435
left_shoulder_z,120,125,5,-0.10532107353210449,0.10412551762674138
left_hip_z,100,135,35,-0.10539623498916625,0.11446896267453296
left_elbow_z,80,110,30,-0.10539831638336182,0.11778785323119685
right_elbow_z,60,95,35,-0.10539911985397339,0.11268924155851105
left_hip_z,140,165,25,-0.10543039560317993,0.11020525682444779
left_ankle_z,140,175,35,-0.10543191432952881,0.1095101264365578
left_hip_z,140,160,20,-0.10547878503799439,0.11104925984065779
left_elbow_z,120,175,55,-0.10548539400100708,0.11550408948042626
right_hip_z,100,110,10,-0.10549673080444336,0.10669414750999026
right_knee_z,100,135,35,-0.10551290035247803,0.11106589746047345
right_elbow_z,100,110,10,-0.10553589582443237,0.11931721716841866
right_hip_z,140,170,30,-0.10555892467498779,0.11151230602578968
left_knee_z,140,185,45,-0.10556872129440308,0.11249617109398559
left_shoulder_z,100,130,30,-0.10559046983718873,0.11480662065115921
left_shoulder_z,150,160,10,-0.10563251495361328,0.10677633125007502
right_elbow_z,120,155,35,-0.10565410137176513,0.12966241636217413
right_knee_z,80,130,50,-0.1056577754020691,0.11017840618459843
right_wrist_z,80,100,20,-0.1056582760810852,0.11554022426060268
right_ankle_z,100,105,5,-0.10566092491149902,0.12426589353664627
left_wrist_z,160,165,5,-0.10567694425582885,0.12567068507521348
right_ankle_z,140,190,50,-0.1056815242767334,0.11407882797231636
left_ankle_z,160,205,45,-0.10568156003952027,0.12194877660940275
left_shoulder_z,60,115,55,-0.10568161487579346,0.11320564296096862
right_knee_z,150,195,45,-0.10570541858673095,0.11179123724176579
left_knee_z,100,140,40,-0.105708487033844,0.12316172190504668
right_knee_z,60,75,15,-0.10571364402770995,0.1168620018874501
left_elbow_z,140,160,20,-0.10571538209915161,0.11156525833531362
left_shoulder_z,90,95,5,-0.10571720123291016,0.10881314259310089
right_shoulder_z,60,80,20,-0.1057203984260559,0.10620536573089609
left_hip_z,80,110,30,-0.10573988676071167,0.11126321191735049
right_elbow_z,70,115,45,-0.10574802160263061,0.11813277095376702
right_hip_z,150,160,10,-0.10575045585632324,0.11121957399743775
right_wrist_z,120,165,45,-0.10576849222183228,0.12291066390302069
right_elbow_z,110,160,50,-0.10578709602355957,0.11277530505507069
left_shoulder_z,140,185,45,-0.10582810878753662,0.10008834494083237
right_hip_z,160,190,30,-0.10588832378387451,0.12326111695011717
left_elbow_z,90,110,20,-0.10589754104614257,0.11681945832218313
left_ankle_z,100,140,40,-0.10591248512268066,0.13148078476959815
right_knee_z,90,140,50,-0.10593307971954345,0.12472595766136259
right_shoulder_z,100,110,10,-0.1059586238861084,0.11367055215105086
right_elbow_z,160,195,35,-0.105964994430542,0.1564095298070268
right_hip_z,150,180,30,-0.10611268520355224,0.11136574872996717
right_shoulder_z,130,165,35,-0.10615231990814208,0.12185405813306117
right_hip_z,80,135,55,-0.10616013526916504,0.11261281132773457
left_elbow_z,150,200,50,-0.10617448091506958,0.13624717964016417
right_wrist_z,120,145,25,-0.10617887735366821,0.13403859452178177
left_elbow_z,160,200,40,-0.10620076417922973,0.12371407403610755
right_hip_z,160,200,40,-0.10620388746261597,0.13352803796429819
right_ankle_z,160,170,10,-0.10621077299118042,0.11502972134771558
right_ankle_z,90,115,25,-0.106219801902771,0.11591359699767263
left_elbow_z,130,165,35,-0.1062228536605835,0.11657046200407997
left_ankle_z,140,165,25,-0.10622797727584839,0.10958744298868743
right_hip_z,140,160,20,-0.10623724699020386,0.10995807389373333
left_shoulder_z,60,105,45,-0.10623826742172242,0.1140367195293905
left_knee_z,150,170,20,-0.10626780033111573,0.10347694648024423
right_shoulder_z,150,160,10,-0.10628897428512574,0.11226975300565635
right_elbow_z,170,195,25,-0.10630222558975219,0.13239102536633773
right_wrist_z,140,165,25,-0.10630743265151978,0.11412330187981601
left_shoulder_z,130,170,40,-0.1063272762298584,0.11485553451678772
left_wrist_z,90,145,55,-0.10633409976959228,0.1302943594859303
left_shoulder_z,120,175,55,-0.10634928464889526,0.11008301846858064
right_elbow_z,70,100,30,-0.10635158777236939,0.1141213223531012
right_wrist_z,170,195,25,-0.10637037992477417,0.1508422423934742
left_elbow_z,140,170,30,-0.10638509750366211,0.1118271032130391
right_knee_z,160,195,35,-0.10638932228088378,0.12283933189484507
left_wrist_z,60,105,45,-0.10640152454376221,0.11045643180429222
left_knee_z,110,160,50,-0.10640385150909423,0.10491393121014934
left_shoulder_z,80,135,55,-0.10640772342681885,0.11402713781154966
right_knee_z,100,145,45,-0.10642727136611939,0.12022699101102119
right_ankle_z,90,95,5,-0.1064680814743042,0.1237274247690845
left_shoulder_z,60,95,35,-0.10649051427841187,0.11497474311081153
right_shoulder_z,60,115,55,-0.10649799108505249,0.11001967124072924
right_elbow_z,70,105,35,-0.10651303052902222,0.11605405373028857
left_elbow_z,120,150,30,-0.1065333366394043,0.13473351207221967
left_wrist_z,70,90,20,-0.10653822660446167,0.10794818444812439
right_elbow_z,70,110,40,-0.10654491901397706,0.11600670571154642
right_hip_z,80,110,30,-0.1065632963180542,0.10945726894887609
right_hip_z,130,140,10,-0.10656383752822876,0.13442026994382628
left_wrist_z,150,200,50,-0.10658390045166016,0.13555604081078973
left_ankle_z,140,170,30,-0.10660736322402954,0.10880763602724933
right_shoulder_z,100,140,40,-0.10662749767303467,0.11241209166331324
right_elbow_z,60,115,55,-0.10662971496582031,0.11800557554265155
left_hip_z,170,175,5,-0.10665129899978637,0.12977538307843786
left_wrist_z,70,95,25,-0.10669727563858032,0.10649160778911652
right_hip_z,80,105,25,-0.10673296689987183,0.10916260989311258
left_wrist_z,120,140,20,-0.10673449754714966,0.1343233695846638
left_knee_z,120,130,10,-0.10674591064453125,0.11492349371353623
left_shoulder_z,140,160,20,-0.10675750970840454,0.1090444762772552
left_knee_z,90,130,40,-0.1067764401435852,0.11049080730886952
right_knee_z,60,105,45,-0.10677984952926636,0.12080908506942693
left_wrist_z,70,80,10,-0.10679741144180298,0.1169383828609871
left_hip_z,160,165,5,-0.1067979645729065,0.11730875319569159
right_wrist_z,150,160,10,-0.10683644771575927,0.10862705701262812
left_shoulder_z,140,195,55,-0.10686519384384155,0.10079213295611689
left_hip_z,150,175,25,-0.10686582803726197,0.10601115745275683
left_shoulder_z,90,130,40,-0.10687607526779175,0.1182469107861193
right_ankle_z,150,190,40,-0.10689257621765137,0.12396170652619273
left_shoulder_z,170,200,30,-0.10691392898559571,0.10785175655007143
left_wrist_z,90,140,50,-0.10692852973937989,0.1240823384634843
right_elbow_z,90,95,5,-0.10693839311599732,0.11647662372125508
left_hip_z,70,80,10,-0.1069412636756897,0.10895867361756247
right_wrist_z,120,160,40,-0.10695605754852294,0.125928124075968
right_wrist_z,90,100,10,-0.10696282148361207,0.11376370382771622
right_ankle_z,80,110,30,-0.10697030067443848,0.12506522026905534
right_wrist_z,80,90,10,-0.10699893474578857,0.10733633381621141
right_shoulder_z,80,130,50,-0.10702104330062866,0.11575935703831972
right_elbow_z,110,155,45,-0.10703858613967895,0.11710940172719536
right_knee_z,100,130,30,-0.10704505443572998,0.10976589335193039
left_elbow_z,100,110,10,-0.10707726955413818,0.12033122256776921
left_hip_z,150,160,10,-0.10708531618118286,0.10783455048471605
left_shoulder_z,160,175,15,-0.1070912742614746,0.11475570980352019
right_wrist_z,90,95,5,-0.10719968557357788,0.11013995189377403
right_hip_z,160,195,35,-0.10724089145660401,0.12703018669176178
left_knee_z,80,100,20,-0.10724146604537964,0.11121323584802913
left_hip_z,100,110,10,-0.10724740982055664,0.10891190161444435
