Keypoint,Start,End,Window,Test R²,Std
left_elbow_z,100,140,40,-0.09578468561172486,0.1300945507650096
left_hip_z,100,125,25,-0.09578504323959351,0.11652804319270653
right_knee_z,130,180,50,-0.0958076810836792,0.11853266455560427
right_hip_z,100,125,25,-0.0958090615272522,0.11660258071501706
right_wrist_z,160,200,40,-0.0958259654045105,0.1563757117045338
right_ankle_z,60,95,35,-0.09586412906646728,0.10681267357759408
left_ankle_z,110,135,25,-0.09587303400039673,0.10638434840899529
left_hip_z,80,85,5,-0.09592230558395386,0.11131717595523676
left_knee_z,110,135,25,-0.09597103834152222,0.11194670154034976
right_hip_z,110,135,25,-0.09598214387893676,0.11307200199442072
left_hip_z,60,105,45,-0.09599354028701783,0.11303050948168591
left_knee_z,80,85,5,-0.09602308750152588,0.10864244520645479
right_ankle_z,160,190,30,-0.09602560758590699,0.1198469016796479
left_wrist_z,90,115,25,-0.09603841543197632,0.11573112074667083
right_elbow_z,160,190,30,-0.09604524374008179,0.1523839555864258
right_hip_z,100,115,15,-0.09607014894485473,0.10730406117375749
right_wrist_z,140,195,55,-0.09610454559326172,0.15624058474550526
left_hip_z,130,150,20,-0.09610851049423218,0.12058205696258256
left_elbow_z,150,175,25,-0.09611699342727661,0.13450296170439593
right_wrist_z,150,190,40,-0.09613027334213257,0.16910080501007604
left_hip_z,110,130,20,-0.09613782167434692,0.1151708809331746
right_elbow_z,140,175,35,-0.09616273403167724,0.11577925702422427
right_knee_z,130,165,35,-0.09617173910140991,0.11522026901649356
right_shoulder_z,90,120,30,-0.09617213487625122,0.11666665893035649
right_wrist_z,160,210,50,-0.09618334293365478,0.16389893672573633
left_hip_z,170,185,15,-0.09619285106658935,0.1064662785174441
left_wrist_z,120,130,10,-0.0962025284767151,0.11709415867879831
right_wrist_z,70,90,20,-0.09620405673980713,0.10976556430581076
right_knee_z,110,135,25,-0.09620552301406861,0.11424656807218439
right_knee_z,110,140,30,-0.09623600721359253,0.11737624381009028
right_knee_z,80,120,40,-0.09624148368835449,0.11966790975206856
left_wrist_z,60,85,25,-0.09627349138259887,0.11442425259866822
right_ankle_z,120,175,55,-0.09629876613616943,0.10665978157767929
left_knee_z,90,115,25,-0.09629908561706543,0.1158189197191114
left_knee_z,110,145,35,-0.09631494760513305,0.1102673336280847
left_shoulder_z,100,155,55,-0.09636791944503784,0.10983567829166575
left_wrist_z,140,180,40,-0.09636845350265504,0.1404798431267043
left_ankle_z,140,155,15,-0.09637680292129516,0.11401838430763646
left_elbow_z,90,120,30,-0.09637818813323974,0.1199243477648964
left_hip_z,120,170,50,-0.0963849139213562,0.10615208188627183
right_shoulder_z,90,100,10,-0.09638779401779175,0.10778656898027535
right_hip_z,70,95,25,-0.09639673948287963,0.10857138250923205
left_shoulder_z,110,165,55,-0.09641550779342652,0.10878886257402867
right_ankle_z,140,145,5,-0.0964192008972168,0.11433239500872293
right_hip_z,70,85,15,-0.09646353960037231,0.10737055086957108
left_shoulder_z,120,135,15,-0.09648196935653687,0.10349489207474205
right_hip_z,90,105,15,-0.09649015426635742,0.11103328271092155
right_shoulder_z,110,140,30,-0.0965149736404419,0.10743684167500013
left_hip_z,160,215,55,-0.09652104145251253,0.14456090997406426
right_wrist_z,120,175,55,-0.09654146909713746,0.11627617221771087
left_wrist_z,140,160,20,-0.09655619621276855,0.11230439164100617
right_hip_z,170,195,25,-0.09655925989151001,0.11821554703582318
left_ankle_z,80,90,10,-0.09658396482467652,0.10958199197161995
right_ankle_z,120,170,50,-0.09659561634063721,0.1056957442432714
left_elbow_z,70,90,20,-0.09661648273468018,0.11072616026953559
right_shoulder_z,70,90,20,-0.0966429853439331,0.11031930044459956
left_elbow_z,60,95,35,-0.09665939569473267,0.10730856792337388
left_wrist_z,140,195,55,-0.09667313098907471,0.1364822987256852
left_hip_z,150,155,5,-0.09671746253967285,0.1097225939906863
right_shoulder_z,60,70,10,-0.09676017999649048,0.10727385793291057
left_shoulder_z,140,155,15,-0.09676485776901245,0.11359823938059035
right_shoulder_z,70,125,55,-0.0968129301071167,0.11690595673927391
right_wrist_z,70,75,5,-0.09682070970535278,0.12144341469402024
left_knee_z,170,205,35,-0.09683704137802124,0.1131224752010029
right_elbow_z,120,145,25,-0.09685904264450074,0.13012120513126837
left_wrist_z,70,120,50,-0.09687737703323364,0.12074064416306415
left_hip_z,70,90,20,-0.096896071434021,0.1103198740536254
right_knee_z,130,170,40,-0.0969102668762207,0.11204140414430003
left_shoulder_z,70,90,20,-0.09694165229797364,0.1113781728750484
left_knee_z,80,95,15,-0.09698482036590576,0.11139170049379303
right_hip_z,130,160,30,-0.09699111461639404,0.12298591415323744
right_shoulder_z,170,210,40,-0.09700495719909669,0.11040923090546068
left_wrist_z,160,175,15,-0.09701595067977906,0.146329592389393
left_knee_z,130,160,30,-0.0970666766166687,0.1180431992724876
right_knee_z,60,90,30,-0.09707622528076172,0.10830346363944696
left_hip_z,110,145,35,-0.09712772130966187,0.1110739370931438
right_hip_z,170,210,40,-0.0971312665939331,0.12293132965624534
right_wrist_z,170,210,40,-0.09715157508850097,0.1307620220211769
left_knee_z,90,105,15,-0.09715177774429322,0.11290101254031017
left_elbow_z,150,205,55,-0.09715567827224732,0.1338370942532926
right_knee_z,160,210,50,-0.09716001272201538,0.14210988395183957
left_ankle_z,120,170,50,-0.09716696977615356,0.10788545170829116
left_wrist_z,170,215,45,-0.09717241763915974,0.11609378143827005
left_shoulder_z,100,120,20,-0.09719781160354614,0.12003369713533629
left_elbow_z,140,155,15,-0.09719889879226684,0.11318324703666914
right_knee_z,170,205,35,-0.09724132776260376,0.1205230992395869
left_hip_z,80,90,10,-0.09724284887313843,0.11316400764184871
right_ankle_z,140,155,15,-0.09726215362548828,0.10969448884665094
right_shoulder_z,160,205,45,-0.09726830244064331,0.13330589266045867
left_ankle_z,130,135,5,-0.09730519533157349,0.11507875958381256
left_shoulder_z,120,165,45,-0.09730828046798706,0.11954585964322219
right_hip_z,100,105,5,-0.09734302520751953,0.11411408562390195
left_ankle_z,170,210,40,-0.09735446691513061,0.11469785236860676
left_elbow_z,150,185,35,-0.09735700368881225,0.15687074556868524
right_shoulder_z,90,145,55,-0.09735770225524902,0.1163434305756964
right_elbow_z,110,140,30,-0.09736139059066773,0.10874638440211859
left_elbow_z,100,155,55,-0.09739253759384155,0.11767065193384445
left_ankle_z,130,155,25,-0.09741236448287964,0.12331836461581325
left_hip_z,60,90,30,-0.0974210524559021,0.10804413204904424
right_elbow_z,90,125,35,-0.09742505550384521,0.12358782019462577
right_hip_z,90,120,30,-0.09747076988220214,0.11271604454012588
left_ankle_z,70,90,20,-0.09748209476470947,0.10759864298852662
left_shoulder_z,90,125,35,-0.09748376846313477,0.12512239877061612
left_wrist_z,120,125,5,-0.09748675584793091,0.11712256556010413
left_shoulder_z,110,130,20,-0.0975003457069397,0.11054872229628808
left_shoulder_z,90,105,15,-0.09751203298568725,0.11073123403216587
right_wrist_z,150,205,55,-0.0975138521194458,0.16481984336131097
right_hip_z,110,155,45,-0.09752735376358032,0.10783370716034926
right_knee_z,130,185,55,-0.09754294633865357,0.11432721827547104
right_knee_z,130,175,45,-0.09755009412765503,0.11646184410663288
left_ankle_z,70,80,10,-0.09755459785461426,0.10695223878551718
left_ankle_z,80,110,30,-0.09758881092071534,0.10783221176844823
right_shoulder_z,160,180,20,-0.09758945703506469,0.11324428746958144
right_hip_z,130,180,50,-0.09760207414627076,0.11756549396629504
right_ankle_z,160,165,5,-0.0976029896736145,0.11718328416159768
left_knee_z,160,210,50,-0.0976124119758606,0.13665930698348946
right_hip_z,110,165,55,-0.09761434555053711,0.10625330845608097
right_hip_z,130,150,20,-0.09761823892593384,0.11982223513864512
right_elbow_z,90,130,40,-0.0976192855834961,0.12362813781571425
left_knee_z,60,95,35,-0.09762017965316773,0.11260817248819978
right_wrist_z,60,100,40,-0.09765004396438598,0.10920051853359777
left_shoulder_z,110,145,35,-0.0976625919342041,0.1079522161056024
left_shoulder_z,80,90,10,-0.09767539262771606,0.11288277802096944
left_knee_z,70,90,20,-0.09768584966659546,0.1096921388411673
right_hip_z,60,65,5,-0.09769089937210083,0.10651179419846174
right_wrist_z,120,135,15,-0.09770004987716675,0.11570401460265485
right_wrist_z,80,125,45,-0.09771383047103882,0.12061149727933994
left_hip_z,130,185,55,-0.09772361993789673,0.11619724913792819
right_knee_z,70,95,25,-0.09772856950759888,0.10564725569902657
right_ankle_z,80,105,25,-0.09774016380310059,0.12075286041186896
left_wrist_z,130,175,45,-0.09777092695236206,0.12318863336883237
right_wrist_z,170,205,35,-0.09778831005096436,0.13640649431375637
left_shoulder_z,110,150,40,-0.09779000043869018,0.1035609527478249
right_wrist_z,100,155,55,-0.09781570672988892,0.11940134597383112
left_hip_z,70,95,25,-0.09782615423202515,0.11087282668370561
right_elbow_z,150,190,40,-0.0978279447555542,0.1557632685312777
right_shoulder_z,140,190,50,-0.09783913373947144,0.10791373531886453
left_hip_z,150,185,35,-0.09784549713134766,0.11010654925857663
left_shoulder_z,70,95,25,-0.0978595781326294,0.11079286102474244
right_shoulder_z,70,85,15,-0.09787097930908203,0.10803696284276246
left_wrist_z,60,95,35,-0.09792778730392455,0.1074718530848819
right_shoulder_z,110,135,25,-0.09793556213378907,0.11028965682423521
left_shoulder_z,110,155,45,-0.09798624515533447,0.11360503421410324
left_elbow_z,80,125,45,-0.09800091981887818,0.12434567422543874
right_ankle_z,110,135,25,-0.09801188230514526,0.10712226353018278
left_wrist_z,70,125,55,-0.09803994655609131,0.12124803229709728
left_wrist_z,60,115,55,-0.09804717540740966,0.11573952227894364
left_ankle_z,90,110,20,-0.09805540084838867,0.10891880241515262
right_shoulder_z,140,180,40,-0.09806576728820801,0.11098212048594988
right_elbow_z,90,145,55,-0.09807501077651977,0.12980325389554628
left_knee_z,140,155,15,-0.09808836936950684,0.11084343391425246
left_knee_z,160,205,45,-0.09808840751647949,0.12786529715120473
left_wrist_z,80,125,45,-0.09809626817703247,0.12327212865351285
right_shoulder_z,120,165,45,-0.0981310796737671,0.11719281463924451
right_knee_z,110,130,20,-0.09813360691070556,0.11358160765442539
right_wrist_z,160,195,35,-0.0981463599205017,0.16520932266084573
right_hip_z,110,130,20,-0.09816354751586914,0.11371178742637846
right_shoulder_z,60,65,5,-0.09817432403564454,0.10357571831409138
left_hip_z,130,160,30,-0.09819784879684448,0.12289604142264957
left_ankle_z,120,155,35,-0.09822386980056763,0.11404972980768445
right_elbow_z,120,170,50,-0.09822504997253417,0.11473301828159663
left_wrist_z,90,135,45,-0.09823089838027954,0.1147516768716245
left_ankle_z,110,155,45,-0.09823867797851563,0.11502839424366337
left_ankle_z,130,175,45,-0.0982455325126648,0.11623687658418667
left_shoulder_z,170,175,5,-0.09829203605651855,0.12180286036947242
right_shoulder_z,120,160,40,-0.09830272436141968,0.12710971947751892
left_wrist_z,120,135,15,-0.09831321239471436,0.11595320793072211
right_ankle_z,120,165,45,-0.09837847709655761,0.11268730702511233
left_hip_z,100,150,50,-0.09838521718978882,0.1075818139888358
right_knee_z,120,135,15,-0.09839405059814453,0.11635659413669107
right_ankle_z,120,135,15,-0.0984138822555542,0.10630878135180724
left_knee_z,60,90,30,-0.09844456911087036,0.1096993888785008
left_wrist_z,70,75,5,-0.09845030784606934,0.12100394216049074
right_ankle_z,90,145,55,-0.0984647011756897,0.1348210335791326
right_wrist_z,130,140,10,-0.09847261190414429,0.12840309098514183
right_hip_z,90,125,35,-0.09850406646728516,0.11478454229803915
left_elbow_z,160,210,50,-0.09850634336471557,0.1276015482529163
right_shoulder_z,100,145,45,-0.09852547407150268,0.10966488044137108
left_shoulder_z,170,210,40,-0.09852727174758912,0.11187532436753182
left_shoulder_z,70,115,45,-0.09854876279830932,0.11508110858137753
right_shoulder_z,110,165,55,-0.09855934381484985,0.10584121599620015
right_shoulder_z,70,95,25,-0.09856175899505615,0.10902743028520367
left_hip_z,110,165,55,-0.09859330654144287,0.10422031162987562
left_knee_z,90,110,20,-0.09860134363174439,0.1140736599674376
left_hip_z,110,155,45,-0.09860297679901123,0.1060254926412021
right_shoulder_z,170,190,20,-0.09862035036087036,0.1159347358590636
left_hip_z,130,140,10,-0.09864458322525024,0.12967681446420581
left_knee_z,130,180,50,-0.0986590576171875,0.11899242839129313
right_wrist_z,60,65,5,-0.09867624759674072,0.10625593264513532
right_wrist_z,70,120,50,-0.0987038516998291,0.11981337966775614
left_shoulder_z,90,115,25,-0.09873191356658935,0.11579457007674865
right_wrist_z,140,175,35,-0.09874110221862793,0.11969935929481723
right_knee_z,70,90,20,-0.09875204801559448,0.10626209740790939
right_ankle_z,110,150,40,-0.09876142978668213,0.11293203013484697
left_wrist_z,80,120,40,-0.09877429723739624,0.1209817071507683
right_elbow_z,110,145,35,-0.09877711772918701,0.11588970238238479
right_ankle_z,140,150,10,-0.09879940271377563,0.10795380541988574
right_elbow_z,170,185,15,-0.09881499528884888,0.1527468237882652
left_elbow_z,60,90,30,-0.09882092237472534,0.10955636596217282
left_shoulder_z,130,140,10,-0.09886467695236206,0.14084644131871152
right_elbow_z,70,75,5,-0.09886505365371705,0.10681713770739021
left_hip_z,110,150,40,-0.09886799573898315,0.10624191909490245
right_ankle_z,100,135,35,-0.09887508630752563,0.10760625090621195
right_hip_z,110,145,35,-0.0988930082321167,0.11052851489045243
left_knee_z,70,95,25,-0.09892589092254639,0.11212107207392194
right_knee_z,80,85,5,-0.09893809795379639,0.1078754893553855
right_hip_z,100,120,20,-0.09894054174423218,0.11296709807738615
left_hip_z,90,100,10,-0.09896721124649048,0.11139636305415324
right_hip_z,150,185,35,-0.09898031473159791,0.11274345509713882
right_wrist_z,80,120,40,-0.09898917436599732,0.11997029676159608
left_ankle_z,80,95,15,-0.09899972200393677,0.10846557072138367
left_hip_z,90,125,35,-0.09900274991989136,0.11580129174820931
left_ankle_z,70,110,40,-0.09901120901107788,0.10429617328218137
left_shoulder_z,70,85,15,-0.09901628494262696,0.1087047193237449
left_wrist_z,170,180,10,-0.09901824951171875,0.16891033209424275
left_knee_z,100,150,50,-0.09902432203292846,0.11242353837678538
left_wrist_z,150,205,55,-0.0990645694732666,0.13855801741555765
left_knee_z,110,130,20,-0.09907392024993897,0.11284139934417166
left_elbow_z,110,130,20,-0.09907753705978393,0.11038613303815888
left_shoulder_z,110,160,50,-0.0990779948234558,0.11634402426854172
left_wrist_z,110,135,25,-0.09909121751785278,0.11216211100513027
right_shoulder_z,60,75,15,-0.09910833358764648,0.1066906294855396
right_wrist_z,90,140,50,-0.09911613941192626,0.12069869499149002
right_wrist_z,80,95,15,-0.09911632061004638,0.11053937988080521
right_elbow_z,70,80,10,-0.09911832094192505,0.10812755816035652
right_wrist_z,140,150,10,-0.09915323257446289,0.12408824657338968
left_ankle_z,80,85,5,-0.09917019844055176,0.10713644053668604
right_hip_z,80,95,15,-0.09918271780014037,0.10978357035945875
right_hip_z,130,185,55,-0.0991901683807373,0.11570101273648
right_ankle_z,90,135,45,-0.09920619249343872,0.10541918725197343
right_ankle_z,110,160,50,-0.09920705556869507,0.12000437498513067
right_knee_z,140,180,40,-0.09922259330749511,0.11454375990355561
right_wrist_z,130,175,45,-0.099237220287323,0.12218623669517806
right_hip_z,120,125,5,-0.09926367044448853,0.11335572508773471
right_hip_z,170,180,10,-0.09927433252334594,0.12232514682155188
left_knee_z,130,175,45,-0.09927437543869018,0.11635429724254219
left_knee_z,90,145,55,-0.09928228855133056,0.12246938763765744
left_elbow_z,80,85,5,-0.0993445372581482,0.1087831983285127
right_ankle_z,130,170,40,-0.09935465335845947,0.11235326196230974
right_hip_z,60,90,30,-0.09935978651046753,0.10894592650160938
left_hip_z,170,205,35,-0.09936657428741455,0.1161750045431427
left_hip_z,100,155,55,-0.09937339782714844,0.11259476118432811
left_hip_z,90,110,20,-0.09937385082244873,0.1102398063402614
right_hip_z,90,100,10,-0.0993835425376892,0.11097586410002218
right_ankle_z,110,140,30,-0.09938480854034423,0.11699991297452604
right_wrist_z,170,190,20,-0.09940793752670288,0.16447318932248317
left_elbow_z,160,165,5,-0.09941162347793579,0.12484515877707451
left_hip_z,80,95,15,-0.09943177700042724,0.1110741083608238
right_hip_z,90,110,20,-0.09943507671356201,0.10859131723011418
left_shoulder_z,130,145,15,-0.09944212913513184,0.12262622793465137
left_elbow_z,60,80,20,-0.09944565534591675,0.11267081726872942
right_hip_z,110,150,40,-0.09944643974304199,0.10650807613489725
left_hip_z,70,100,30,-0.09944791316986085,0.10997610832168364
left_elbow_z,160,205,45,-0.09946336507797242,0.12156452887453459
right_ankle_z,110,165,55,-0.09947442531585693,0.1148244807325023
right_elbow_z,120,130,10,-0.09949556589126587,0.1124863756655119
right_ankle_z,140,160,20,-0.09952967405319214,0.10760025168138636
right_knee_z,140,170,30,-0.09953099966049195,0.11221592616590952
left_elbow_z,60,85,25,-0.09953755140304565,0.11249297047451406
right_shoulder_z,110,160,50,-0.09954364538192749,0.11418435512494231
right_hip_z,60,105,45,-0.09954547643661499,0.11256529279673226
right_knee_z,110,145,35,-0.09955027341842651,0.11337873152072393
right_shoulder_z,70,115,45,-0.09956878662109375,0.1100565009882619
left_hip_z,170,195,25,-0.09957231521606445,0.11843914005825903
right_elbow_z,130,140,10,-0.09957589864730836,0.13783332305494128
left_ankle_z,80,100,20,-0.09957874298095704,0.1114348489463106
left_hip_z,170,210,40,-0.09959231615066529,0.12135283245041037
right_shoulder_z,80,95,15,-0.09960169315338135,0.10882388547166866
left_ankle_z,70,85,15,-0.09961687803268432,0.10940258544576673
left_ankle_z,120,140,20,-0.09962059259414673,0.1132627974926657
right_wrist_z,70,125,55,-0.09962832450866699,0.12097747986179028
right_elbow_z,140,195,55,-0.0996437692642212,0.1261775317258207
right_knee_z,140,175,35,-0.09964562654495239,0.11336686593623889
left_knee_z,100,115,15,-0.09966034173965455,0.11322242026564537
left_ankle_z,90,135,45,-0.09966357469558716,0.10652196964051384
right_hip_z,100,155,55,-0.09967971086502075,0.1125513639574074
right_shoulder_z,90,135,45,-0.09969200611114502,0.11547401052682683
right_wrist_z,90,110,20,-0.0996937870979309,0.1164307133050063
right_hip_z,110,160,50,-0.09969495058059692,0.11085370254066182
right_elbow_z,60,65,5,-0.09969995975494385,0.10255639351498758
right_hip_z,170,205,35,-0.09970353841781616,0.11681624079341806
left_elbow_z,90,115,25,-0.09971401929855346,0.11777924310323802
right_elbow_z,150,205,55,-0.0997196078300476,0.14915452881655364
left_hip_z,60,95,35,-0.0997425389289856,0.10871465443596742
left_elbow_z,100,105,5,-0.09974385499954223,0.12849974969039427
right_elbow_z,100,115,15,-0.0997507905960083,0.11749679472230715
left_ankle_z,80,125,45,-0.09977012872695923,0.11892191174777368
right_wrist_z,80,115,35,-0.09977652072906494,0.11897573296929394
left_elbow_z,130,155,25,-0.09979101419448852,0.12769989919588334
right_knee_z,90,100,10,-0.09979727745056152,0.10798650134102808
left_hip_z,90,120,30,-0.09979750394821167,0.11404362326966971
left_shoulder_z,90,120,30,-0.09981751441955566,0.12132450286888377
right_elbow_z,160,200,40,-0.09981828212738036,0.14242200055050605
right_ankle_z,130,165,35,-0.09983235359191894,0.11730384165277823
left_knee_z,130,170,40,-0.09984676599502564,0.1105728657309575
left_ankle_z,90,125,35,-0.09984909296035767,0.12128596437852932
left_elbow_z,80,120,40,-0.09985706567764283,0.12270206876044787
left_elbow_z,140,195,55,-0.09987451314926148,0.11865255410634219
left_ankle_z,110,145,35,-0.09988027334213256,0.11182024566484541
right_shoulder_z,60,90,30,-0.09989383220672607,0.1096258738750674
right_knee_z,140,155,15,-0.09990372657775878,0.11173240762715356
left_elbow_z,140,175,35,-0.09991281747817993,0.12107067635596609
left_shoulder_z,160,200,40,-0.0999266505241394,0.1335040184389173
right_wrist_z,110,130,20,-0.09993584871292115,0.11616823872936487
left_ankle_z,60,105,45,-0.0999925684928894,0.11367831488858961
right_ankle_z,110,130,20,-0.10001211643218993,0.10625428774748401
right_shoulder_z,150,155,5,-0.10002545356750488,0.113301797941617
right_elbow_z,70,85,15,-0.10003081798553466,0.10967818697908688
right_hip_z,80,115,35,-0.1000463342666626,0.11209594237828127
left_ankle_z,130,180,50,-0.10004977941513062,0.11583587724881841
right_ankle_z,130,175,45,-0.10005228996276855,0.11382903321544985
right_hip_z,100,150,50,-0.10006338596343994,0.10753893450825928
right_shoulder_z,150,195,45,-0.10008919715881348,0.1173276891063207
left_hip_z,130,175,45,-0.10010239124298095,0.11646276683430341
right_elbow_z,90,120,30,-0.10016479730606079,0.11851650937971664
right_hip_z,70,100,30,-0.10016713619232177,0.10807594939444858
right_hip_z,90,135,45,-0.10017032384872436,0.11245748026293717
right_hip_z,90,140,50,-0.10022128820419311,0.11931789283051714
left_knee_z,130,145,15,-0.10022479057312011,0.1276894791989404
right_knee_z,150,205,55,-0.10022817850112915,0.11691538737042785
left_ankle_z,130,170,40,-0.10023210763931274,0.11583661169228027
left_knee_z,90,135,45,-0.10034399509429931,0.10867210826758164
left_shoulder_z,90,110,20,-0.10034542560577392,0.11208334802077868
left_wrist_z,110,130,20,-0.10035994291305542,0.11358556356850852
left_ankle_z,100,155,55,-0.10037515878677368,0.1208262187778148
left_knee_z,130,165,35,-0.10038389682769776,0.1136301489155492
left_shoulder_z,130,155,25,-0.1003844690322876,0.13206338347543023
right_shoulder_z,90,130,40,-0.10038996934890747,0.11712212438160072
right_elbow_z,60,85,25,-0.10039427995681763,0.10904549602294054
left_ankle_z,110,130,20,-0.10043133974075318,0.1069265467214866
left_wrist_z,90,130,40,-0.100433509349823,0.11677877086237261
left_hip_z,70,85,15,-0.10043874502182007,0.10774893616657384
left_knee_z,150,200,50,-0.10044132947921752,0.1072169078417209
right_ankle_z,80,85,5,-0.10046503067016602,0.1012159546719182
left_wrist_z,70,115,45,-0.10048191547393799,0.11820574903498482
right_shoulder_z,120,130,10,-0.10049031972885132,0.11509655934871839
right_elbow_z,80,120,40,-0.10049404859542847,0.12097498261478203
right_hip_z,90,95,5,-0.10049700260162353,0.10788602243937911
left_wrist_z,140,165,25,-0.10050233840942382,0.11095534033366364
right_shoulder_z,100,155,55,-0.1005117392539978,0.10966448249415016
right_shoulder_z,150,200,50,-0.10052882671356202,0.1154427903970645
left_wrist_z,90,110,20,-0.1005417251586914,0.11605571410046722
left_wrist_z,90,95,5,-0.10054625034332275,0.1130931466655689
right_elbow_z,140,155,15,-0.10055394172668457,0.11292842586839286
right_wrist_z,60,115,55,-0.10055932998657227,0.11787662433994023
right_hip_z,160,210,50,-0.10056462287902831,0.14332646705201774
left_hip_z,170,200,30,-0.10059115409851074,0.11680953172202385
right_elbow_z,170,200,30,-0.10059533596038818,0.12106978617969234
right_knee_z,160,205,45,-0.10059571027755737,0.13387618840608742
left_knee_z,110,150,40,-0.100653657913208,0.10654238374027233
left_ankle_z,60,75,15,-0.1006557822227478,0.12931765294093753
right_knee_z,130,145,15,-0.10066349983215332,0.13198887269711296
left_knee_z,90,140,50,-0.10066598415374756,0.12117474499047572
right_wrist_z,80,130,50,-0.10066628932952881,0.11965119432889061
right_ankle_z,70,105,35,-0.10067060947418213,0.13217952175721856
left_wrist_z,80,115,35,-0.10067477226257324,0.11954702076137794
left_shoulder_z,90,140,50,-0.10067691326141358,0.12183702963506401
left_elbow_z,90,130,40,-0.10073012828826905,0.12224502026878105
left_elbow_z,70,120,50,-0.10075762033462525,0.12327746473696573
right_hip_z,60,115,55,-0.10076076984405517,0.10887288737075576
right_elbow_z,60,80,20,-0.10077205896377564,0.1070673971606938
left_elbow_z,100,150,50,-0.10080395460128784,0.1279199143141319
right_hip_z,130,175,45,-0.10084755659103393,0.11601445121718863
right_wrist_z,80,110,30,-0.1008639121055603,0.11811897054573253
left_wrist_z,140,175,35,-0.10088753223419189,0.12342509910410343
left_ankle_z,110,150,40,-0.1008935260772705,0.10715317348965295
right_wrist_z,150,175,25,-0.10091862440109253,0.13009323150351434
right_knee_z,140,165,25,-0.10094694375991821,0.10998719214680766
left_ankle_z,70,120,50,-0.10095927238464356,0.12226252273563785
left_shoulder_z,150,165,15,-0.10098522424697876,0.1075356798242754
left_ankle_z,120,135,15,-0.10099265336990357,0.10436170710788831
right_shoulder_z,80,110,30,-0.1009975814819336,0.10397104618773995
right_shoulder_z,120,175,55,-0.10102716445922852,0.11051958933014995
right_wrist_z,70,80,10,-0.10103082418441772,0.11503194607837477
right_wrist_z,70,115,45,-0.10103086948394775,0.11801466210636864
left_ankle_z,120,150,30,-0.10103187084197998,0.10892394503268123
right_shoulder_z,70,80,10,-0.1010414457321167,0.106141747373199
right_hip_z,80,120,40,-0.10104695558547974,0.11424168071517703
right_knee_z,110,165,55,-0.10105836868286133,0.10435760404401762
right_hip_z,90,145,55,-0.10107944965362549,0.11696534957753633
right_elbow_z,80,125,45,-0.10110935926437378,0.12493544363300287
right_hip_z,170,200,30,-0.10112333059310913,0.11671417436331392
left_elbow_z,70,125,55,-0.10112784385681152,0.12359114439561385
left_shoulder_z,100,105,5,-0.10116754055023193,0.11773052937239782
left_hip_z,110,160,50,-0.10118449211120606,0.10769141293680477
left_elbow_z,130,150,20,-0.10118517398834229,0.1319800039395134
left_hip_z,90,145,55,-0.10123351335525513,0.11900052848324075
right_elbow_z,90,135,45,-0.101235032081604,0.12099756030684532
left_hip_z,100,115,15,-0.1012499737739563,0.10805763304540689
left_wrist_z,170,210,40,-0.1012515139579773,0.11352618037607423
right_shoulder_z,130,150,20,-0.10125771522521973,0.12151225455366714
left_hip_z,90,95,5,-0.10126816034317017,0.10804472113859936
left_ankle_z,80,135,55,-0.1012689232826233,0.10826629743745554
left_wrist_z,90,100,10,-0.10126964569091797,0.11367725017249415
left_elbow_z,120,130,10,-0.10127387285232543,0.11263867428694559
left_elbow_z,110,135,25,-0.10127541303634643,0.11138565534820417
right_knee_z,100,155,55,-0.10128251552581786,0.11765058753581112
left_elbow_z,130,135,5,-0.10128372192382812,0.11630893864122947
right_shoulder_z,120,170,50,-0.10131494283676147,0.10861511903716446
left_hip_z,80,120,40,-0.1013274359703064,0.116469864544381
left_hip_z,140,155,15,-0.10140935897827148,0.11410723138353407
right_wrist_z,150,195,45,-0.10142390012741088,0.16498335471372247
right_shoulder_z,70,100,30,-0.10142585039138793,0.10775791858609415
right_shoulder_z,100,120,20,-0.10143046379089356,0.11807232687198665
right_shoulder_z,130,140,10,-0.10144283294677735,0.13205432537952425
left_hip_z,60,110,50,-0.10144740581512451,0.1088455868680644
left_wrist_z,100,140,40,-0.10145041942596436,0.11676661849924753
left_knee_z,100,155,55,-0.10145047903060914,0.113318922748404
left_ankle_z,100,135,35,-0.10148889064788819,0.10872217915613921
left_hip_z,100,120,20,-0.10150080442428588,0.11365503035754103
right_knee_z,110,155,45,-0.10150581359863281,0.10924334979299
left_shoulder_z,60,90,30,-0.10150673151016236,0.1130484034802107
right_ankle_z,130,145,15,-0.10153743028640747,0.1326650871409281
left_shoulder_z,80,95,15,-0.10154080152511596,0.11157999524839303
left_shoulder_z,90,100,10,-0.10154183149337768,0.11015594671182305
left_knee_z,140,170,30,-0.10155370473861694,0.10980654921690126
left_hip_z,130,145,15,-0.10158712387084962,0.12880305823556817
left_wrist_z,160,170,10,-0.10159552812576295,0.13329723313435812
left_shoulder_z,130,160,30,-0.10159779548645019,0.12880493030949772
right_ankle_z,110,145,35,-0.10160719871520996,0.11592296969788056
right_shoulder_z,60,85,25,-0.10163342237472534,0.10709853212156255
left_elbow_z,70,95,25,-0.1016457462310791,0.11139450422500348
left_shoulder_z,70,100,30,-0.1016501522064209,0.11089970453598952
right_ankle_z,140,170,30,-0.1016530704498291,0.10532613017902703
left_elbow_z,170,180,10,-0.10165592908859253,0.14665365182638213
right_wrist_z,80,105,25,-0.10165882110595703,0.11615398491335861
