feature,importance_mean,importance_std
phase_setup_mid_hip_vel_mean,0.1815979254199192,0.018053743168840692
angle_f153_right_small_toe_vz,0.142357946629636,0.017063624914902483
right_wrist_z_q25,0.1341832224978134,0.013039562599435308
lr_f237_right_ankle_x,0.11851072951685637,0.02198998514335712
right_knee_z_q25,0.11368423595558852,0.018639060679309465
wrist_snap_angle,0.08759568638633937,0.016334622512979603
angle_f153_right_knee_vz,0.0819060769630596,0.009522883933935212
phase_load_mid_hip_vel_mean,0.06707383065950126,0.00531894994947003
angle_f153_left_ankle_vz,0.06501787721645087,0.005902362954681454
angle_f153_left_small_toe_vz,0.05899472467135638,0.0074833656699728555
elbow_alignment,0.05668896965216845,0.004867669087791708
depth_f102_left_second_finger_pip_y,0.05573642447125167,0.004177254699584651
phase_setup_mid_hip_z_range,0.053380302037112415,0.005531629570216778
angle_f153_left_hip_z,0.05306643925141543,0.0029288810447899325
depth_f102_right_elbow_vel_mag,0.052961218054406345,0.00747298667894907
angle_f153_left_small_toe_z,0.052916843141429123,0.0056190785173556405
phase_propulsion_right_elbow_vel_max,0.04947578019928187,0.007276655256511985
angle_f153_left_big_toe_z,0.048848056118004024,0.00397505599412965
angle_window_left_knee_z_std,0.048593733157031235,0.005977603624006146
depth_f102_right_shoulder_vel_mag,0.04653450183104724,0.005435317708089544
right_shoulder_z_min,0.045928948814980684,0.008972727631125482
release_azimuth_angle,0.045680975238792595,0.004295118641073943
phase_setup_right_elbow_vel_max,0.0399168350500986,0.0027323485198337463
angle_window_left_ankle_z_std,0.03940272300969809,0.0023957096818704076
angle_f153_right_big_toe_vz,0.03805211230646819,0.004235724083252355
depth_f102_right_wrist_y,0.037972925300709906,0.004758701550970317
angle_f153_left_knee_vz,0.037847004900686446,0.004440558744317827
right_wrist_z_range,0.037831516261212526,0.0048625754143641255
angle_f153_right_small_toe_z,0.03715370080899447,0.003768864083449908
angle_f153_right_ankle_x,0.03686459034215659,0.004116680930759076
right_knee_vel_min,0.03647926531266421,0.004156245655126318
phase_load_right_knee_vel_max,0.035946933249942956,0.0034119152858255912
lr_f237_left_ankle_z,0.03587080088909715,0.009797721627313885
elevation_angle,0.03338386237155646,0.003661171041581153
lr_f237_right_ankle_z,0.0332917534513399,0.0041143049841371945
angle_f153_right_heel_vz,0.032253301399759945,0.004276820268578477
right_wrist_z_min,0.030341053078882397,0.004069019877428994
angle_f153_right_hip_vz,0.029772361810319125,0.0029213124746796794
depth_f102_left_third_finger_pip_y,0.028409546124748886,0.002179296631185409
right_wrist_vel_load_mean,0.027500436338596047,0.0028626348473436277
angle_f153_left_knee_z,0.027488390798680484,0.002966047910759597
angle_window_right_ankle_z_std,0.026875451277010142,0.004434865907797153
angle_f153_right_ankle_z,0.026847772556357084,0.003957253213361182
release_wrist_x,0.0264155464945361,0.004498518868724727
phase_load_right_wrist_vel_mean,0.026134727778844534,0.0027372029422934674
phase_load_mid_hip_vel_max,0.02413824952673167,0.0014972480037505188
depth_f102_left_thumb_x,0.023769392701797187,0.0037128043700812604
depth_f102_left_first_finger_mcp_x,0.023769384692423047,0.003712801534948645
knee_bend_depth,0.022938875551335513,0.003566693962013735
angle_window_right_ankle_z_mean,0.022541620279662312,0.0031624545916064807
phase_setup_mid_hip_z_mean,0.02184046886395663,0.0023080729704386444
right_wrist_vel_prep_mean,0.020046158018521963,0.0022165611358678696
release_frame_detected,0.020019725780002773,0.0011719482855728984
angle_f153_right_heel_x,0.019230557861737906,0.002332398761256228
phase_setup_right_wrist_vel_mean,0.01908277745824307,0.002117111069439488
phase_follow_right_wrist_z_mean,0.018317494797520338,0.0021369414254700787
right_shoulder_z_range,0.018108662287704646,0.0017886366778158706
depth_window_right_wrist_y_mean,0.018073647539131342,0.00244200143521657
depth_f102_left_second_finger_mcp_x,0.017898574355058372,0.0033462602198784017
phase_load_right_knee_z_range,0.017620590957812966,0.0022724035025083835
right_hip_z_std,0.017368305730633436,0.002161822699597253
right_hip_z_max,0.01717099982779473,0.0019166233083053531
angle_f153_right_knee_angle,0.01706398099195212,0.0021011176967116085
angle_f153_right_big_toe_z,0.016961412387900054,0.0019923269586029167
knee_extension_rate_max,0.01674032330047339,0.0033678431383329117
angle_window_left_knee_z_mean,0.015904131135903297,0.0018207261082258217
angle_f153_left_knee_angle,0.01589070342015475,0.0008690195455054645
depth_f102_left_first_finger_cmc_x,0.015295868064276874,0.0024177340753521737
arm_extension_angle,0.01480688329320401,0.002292151480677283
lr_f237_right_second_finger_pip_x,0.014237345638684928,0.0015062560672693072
right_wrist_z_mean,0.014193367003463209,0.0016349404494259204
mid_hip_z_std,0.013623935147188604,0.0018147435068830535
phase_load_right_elbow_vel_max,0.013405003934167325,0.0013875118516726815
angle_f153_right_big_toe_x,0.013310501701198518,0.0017813249186319816
depth_f102_left_wrist_x,0.01304499281104654,0.0018936779221121513
phase_load_right_knee_z_mean,0.01304424253758043,0.0011894984535221979
phase_setup_right_wrist_z_range,0.012908642808906735,0.001531808073459566
depth_f102_left_second_finger_pip_x,0.012793257995508612,0.001928723384067668
lr_f237_right_first_finger_mcp_x,0.012637459649704396,0.0013353715403959365
lr_f237_right_third_finger_distal_x,0.012617933261208237,0.0012854062961914874
lr_f237_right_second_finger_dip_x,0.012277774489484727,0.0012383244343044694
angle_f153_mid_hip_z,0.012258727545849979,0.000970431045487282
depth_f102_left_third_finger_mcp_x,0.012035763426683842,0.0018533525630280592
phase_propulsion_right_knee_z_range,0.012008083774708212,0.001167302856293948
neck_z_q25,0.011796266469173134,0.0018598230601901222
mid_hip_z_q75,0.011247473093681038,0.001339195260489284
right_elbow_vel_prep_mean,0.011244253325276076,0.000949859989170463
right_elbow_vel_std,0.011043006437830627,0.001481960931779361
right_shoulder_z_max,0.011038701492361724,0.0016743639381426902
phase_setup_right_elbow_vel_mean,0.01071007854770869,0.0009206800575633458
lr_f237_left_hip_x,0.010709482454694807,0.002558610695484586
angle_f153_right_heel_z,0.010543885617516935,0.0015244278148979753
lr_f237_left_ankle_y,0.010487160529009998,0.0016031067010207837
phase_setup_mid_hip_vel_max,0.010314450296573342,0.0008639115040761414
right_wrist_z_energy,0.010284763923846186,0.0013816187271238508
phase_follow_right_elbow_z_range,0.010208734660409391,0.0010320469978706587
lr_f237_right_third_finger_dip_x,0.01017562800552696,0.0010484118191754475
left_wrist_z_std,0.010168517916463315,0.0012547329965678388
neck_z_std,0.010127796581946314,0.0008005728162307055
depth_f102_right_shoulder_y,0.010037845908664167,0.001135290610618692
phase_follow_right_elbow_z_mean,0.009976353379897773,0.0013474717335195921
lr_f237_mid_hip_x,0.009516251576133072,0.0021176645828033043
right_elbow_vel_mean,0.009512299462221563,0.001155529647469001
trajectory_straightness,0.009365678462199867,0.0013928316322456664
hip_lateral_range,0.00918241289909929,0.0009430652379441296
depth_f102_right_elbow_y,0.009056402533315123,0.0013604864758933247
right_wrist_z_max,0.009030867810361087,0.0014079017201673368
lr_f237_right_elbow_z,0.009015662944875658,0.0008877737618310538
left_wrist_z_min,0.008989127515815199,0.0012376541149262672
right_elbow_z_q25,0.008691592025570571,0.001173645985060782
phase_setup_right_knee_vel_max,0.008589181094430387,0.0010062029950061754
right_elbow_z_mean,0.008364793914370238,0.0011455099724970565
phase_setup_right_elbow_z_mean,0.008160733408294618,0.0015383714360875252
