physics_weight,lopo_mse,angle_mse,depth_mse,lr_mse
0.0,0.051806043270116175,0.06307144908324411,0.0553344258782428,0.037012254848861614
0.01,0.07032577068756274,0.10516773743861287,0.0684627823042924,0.03734679231978294
0.05,0.045767168757389516,0.06070034365858219,0.047442434916411175,0.029158727697175185
0.1,0.06097595515365961,0.08148608043969743,0.05405079121023166,0.047390993811049754
0.2,0.06435507819655666,0.10084695831145683,0.042471528456618945,0.049746747821594176
