feature,importance_mean,importance_std
phase_propulsion_mid_hip_vel_max,0.3263214597478509,0.04216971346075731
left_wrist_z_std,0.2859272802248597,0.03654456923566019
phase_propulsion_right_knee_vel_max,0.2821462104097009,0.035273427212373754
right_wrist_vel_min,0.26496132705360653,0.021895707824982322
angle_window_right_knee_z_std,0.25658706221729516,0.016480085331966432
right_wrist_z_q75,0.20531298015266658,0.030580297943000073
lr_elbow_deviation_f237,0.1960913384333253,0.017309344713443187
lr_f237_left_ankle_x,0.1843035811558366,0.019764575481922588
right_knee_z_q25,0.1794020587578416,0.01556331737602855
right_elbow_vel_max_time,0.1665859052911401,0.01683679163220819
right_knee_vel_max_time,0.15985611621290446,0.018538707882693187
angle_f153_right_knee_vz,0.15074563417583703,0.016793002301510665
phase_load_right_knee_vel_max,0.1352124521508813,0.016517758102830758
phase_setup_right_elbow_vel_max,0.1322844171896577,0.014303748514364082
wrist_jerk_mean,0.12918533850461245,0.006757029456896991
phase_setup_mid_hip_vel_max,0.12155280131846666,0.02373192463289299
right_elbow_z_q75,0.11030531693249941,0.016795453553656817
angle_f153_right_big_toe_y,0.10187655556946992,0.005187367831434204
neck_z_std,0.09975020308047533,0.013237403365106426
angle_f153_right_ankle_y,0.09772020224481821,0.0061867572871171506
phase_propulsion_right_elbow_vel_max,0.09519599843770266,0.012989868513158146
right_hip_z_std,0.08357985857874155,0.008704786789950323
angle_f153_right_small_toe_y,0.08334764111787081,0.00428454080183663
phase_setup_right_elbow_z_range,0.08119454104453325,0.010696136518942993
phase_follow_mid_hip_z_range,0.07962539214640856,0.008213220376959726
angle_f153_right_heel_y,0.07815995011478663,0.0065975502270024695
neck_z_q75,0.07576950173825026,0.012557457950734607
lr_f237_left_ankle_y,0.07535459864884615,0.004796375674212691
phase_setup_right_knee_vel_max,0.07281906921416521,0.0073909312639600065
angle_f153_left_heel_y,0.07243396583944559,0.009221727221581167
angle_f153_right_hip_vz,0.07059890348464251,0.008935788899588798
trajectory_straightness,0.07018939573317766,0.006191734069310224
angle_f153_right_ankle_vz,0.06944165211170912,0.010452151769999224
right_knee_vel_std,0.06608722526580095,0.007658839007570954
phase_follow_right_elbow_vel_max,0.06603907477110624,0.006636871355456625
right_hip_z_max,0.06204648595303297,0.006466533499242646
mid_hip_z_mean,0.06023873966187239,0.008856522132140467
phase_propulsion_right_wrist_vel_max,0.05773654039949179,0.006179575112796141
angle_f153_left_big_toe_x,0.05702035818248987,0.005990568387756775
angle_window_right_ankle_z_mean,0.0569932634010911,0.006206991325329174
knee_bend_depth,0.055897214077413084,0.005667902263054902
depth_f102_left_wrist_x,0.055718816630542276,0.005289814572747073
left_wrist_z_q25,0.05450646635144949,0.007891684430950794
phase_setup_right_wrist_vel_mean,0.052895736508071424,0.008145331925208589
angle_f153_right_knee_y,0.05282423589378595,0.002536992089746905
right_shoulder_z_std,0.05227272678166628,0.006625216645046389
lr_f237_left_hip_z,0.05183630529791117,0.0044312744725643165
right_knee_vel_range,0.05144697222858667,0.005029338352409067
right_knee_vel_max,0.05136387515813112,0.005031736703512477
right_wrist_vel_prep_mean,0.05059613827615976,0.007832742197797098
hip_lateral_range,0.049686713702976705,0.0058614716241475445
phase_load_right_knee_z_range,0.04952333960682154,0.004513221972464604
phase_setup_mid_hip_z_mean,0.049395733140408994,0.005750346703379703
phase_follow_right_elbow_z_range,0.049104627780616285,0.004806708290589861
angle_f153_left_small_toe_vz,0.047944430448114875,0.00553023652887761
angle_f153_left_knee_angle,0.04778103847056627,0.003929572886100987
depth_f102_right_wrist_x,0.047665000520646574,0.004485730133883078
lr_f237_mid_hip_z,0.047405865602195264,0.004247054393275729
angle_f153_mid_hip_vz,0.04555261041969061,0.0057781612401824126
mid_hip_z_energy,0.0445757145062089,0.005930398776388622
right_hip_z_min,0.043792991526424886,0.0033764626797284586
angle_f153_left_small_toe_x,0.04355535302311182,0.004520109803754843
phase_load_mid_hip_z_mean,0.04295658599585295,0.004220368326355413
angle_f153_right_heel_vz,0.042748565413057805,0.006567314081567919
set_point_height,0.042133893631398675,0.0028707325622229427
depth_f102_right_shoulder_z,0.04110743049532175,0.004941027226907393
lr_f237_right_hip_z,0.040803889743983746,0.003838708283367596
release_velocity_mag,0.04047869276255369,0.004282331129004199
phase_follow_mid_hip_vel_max,0.0392539968714118,0.004421627918931445
angle_f153_right_knee_z,0.0376877611503005,0.005112826103926806
right_elbow_z_max,0.0370506813749671,0.004255393103355058
mid_hip_z_min,0.03699028324335814,0.002610117564772569
angle_f153_left_small_toe_y,0.0365160996094346,0.00469929362874615
angle_f153_left_hip_vz,0.03615655694156885,0.004509453604394657
depth_f102_right_shoulder_vel_mag,0.03612460847944021,0.003503160241269947
depth_window_left_wrist_y_std,0.03597135376185179,0.00366764468009821
angle_f153_right_ankle_z,0.03445083629339933,0.004260618862268966
mid_hip_z_max,0.034149751998484135,0.0031881282057958644
release_wrist_x,0.033583445474505424,0.004305329054436824
phase_propulsion_right_elbow_z_range,0.03344248663634062,0.003504003378029567
velocity_magnitude_release,0.03237182889133692,0.003354550350244573
peak_velocity_magnitude,0.03237176537513733,0.003354556725152495
angle_f153_right_knee_angle,0.03223314192146063,0.003386367537390833
phase_propulsion_right_knee_z_range,0.03212499488145113,0.003045398775068819
lr_elbow_deviation_mean,0.03194878567010164,0.00248267178068472
wrist_vy_release,0.03173619229346514,0.003524448162263719
phase_follow_right_knee_z_mean,0.03080762382596731,0.002879504382005041
phase_setup_right_elbow_vel_mean,0.03048003800213337,0.0029405748431988784
right_elbow_vel_prep_mean,0.030330835655331612,0.00292525692581607
wrist_x_release,0.030247474275529384,0.003897977553877017
angle_window_right_knee_z_mean,0.02864189986139536,0.0038785697417288126
right_knee_z_max,0.028242081589996814,0.0037075690731576284
right_shoulder_z_q25,0.02739382181316614,0.0026307816181453704
phase_load_right_elbow_vel_mean,0.026816921681165694,0.00340113900003118
angle_f153_left_hip_z,0.026729227416217326,0.004966009845821444
depth_f102_left_first_finger_cmc_x,0.026721406169235705,0.0027182376760349434
right_elbow_vel_load_mean,0.02625618055462837,0.003336275418539699
mid_hip_z_std,0.026094915345311165,0.0026828535728254353
neck_z_mean,0.025947328470647336,0.0022215983488549744
angle_f153_left_ankle_y,0.025261335633695127,0.003278731380057148
right_wrist_vel_mean,0.02509233243763447,0.0024709182719500735
angle_f153_right_heel_z,0.024706234969198704,0.0030857199102244225
right_knee_z_q75,0.02446939181536436,0.003436425030994877
angle_window_left_ankle_z_std,0.024274819158017637,0.00290970575762378
lr_f237_right_elbow_z,0.023785105906426907,0.002493371396204854
depth_f102_right_elbow_x,0.02337122932076454,0.002623722245736877
left_wrist_z_min,0.022839641198515892,0.0034133982689894607
phase_follow_right_elbow_vel_mean,0.022125782445073128,0.0027157529918667707
angle_f153_left_hip_y,0.02211327962577343,0.0019730291739475108
angle_f153_left_ankle_vz,0.02194200176745653,0.0028965129657229807
lr_f237_left_hip_y,0.021577872708439826,0.001775106295696006
left_wrist_z_range,0.021561397053301335,0.0028201640998638195
right_knee_z_range,0.02036015298217535,0.0022067601331012144
angle_f153_right_big_toe_z,0.019932061806321143,0.0015819209153155483
right_elbow_vel_release_mean,0.01983687113970518,0.0025064589724159607
right_shoulder_z_max,0.019516594149172305,0.002925854480116483
angle_f153_mid_hip_y,0.019295337423682214,0.0017740509706954315
phase_setup_right_knee_z_range,0.018620961345732212,0.0033392323236582553
right_elbow_vel_mean,0.01770038567483425,0.0024192266167496934
lr_f237_mid_hip_y,0.017657721415162086,0.001579678621831056
wrist_snap_angle,0.017626933753490448,0.0028424416414141317
right_wrist_vel_max,0.017616775818169117,0.00204651548901385
depth_f102_left_second_finger_pip_y,0.01750016212463379,0.0018218635348632515
phase_load_mid_hip_vel_mean,0.01747440230101347,0.0017877739307445612
phase_propulsion_right_wrist_z_mean,0.01745354849845171,0.0018298072141687328
angle_f153_left_knee_x,0.01740098148584366,0.0027197186431893155
angle_f153_right_hip_y,0.01723096240311861,0.0016380124284008047
release_azimuth_angle,0.0166153596714139,0.0017985055434235314
right_hip_z_mean,0.016598096676170827,0.0030800991533811314
phase_load_mid_hip_vel_max,0.01636569667607546,0.002002345228185985
neck_z_energy,0.01631864458322525,0.0016221775672244276
right_hip_z_energy,0.016262739524245264,0.0026604741589558003
angle_f153_right_small_toe_z,0.01611452018842101,0.0027963854479208777
right_shoulder_z_mean,0.01585660893470049,0.0013819199179611022
phase_load_right_elbow_vel_max,0.015758162550628185,0.0028950530826961814
