metric,pearson_r,p_value
within_player_mean,0.22388450757703798,0.8562523125157534
within_player_worst,0.3642894122550966,0.7626237948099122
lopo_mean,-0.3710819150211192,0.7579738081871107
lopo_worst,-0.2682787293723785,0.8270903682186296
