feature,importance_mean,importance_std
lr_f237_right_elbow_z,1.1667390627786518,0.06259347639069016
left_wrist_z_q25,0.7179671389982104,0.04027597765354486
right_elbow_z_q25,0.6151239974424243,0.05211509437251314
angle_f153_right_big_toe_vz,0.5385526699945331,0.08513640281854733
jerk_at_release,0.5375377846881747,0.082314817409044
phase_setup_right_elbow_vel_max,0.4968570007011294,0.061162800944910854
hip_lateral_range,0.47931127678602936,0.07323385555475374
neck_z_max,0.3544335199519992,0.046807283089170273
depth_window_right_wrist_y_std,0.3139137102290988,0.03873405558339217
angle_f153_right_big_toe_y,0.2883637798950076,0.0230068278351475
phase_setup_right_knee_z_mean,0.26482013147324324,0.04438972065077983
right_shoulder_z_q75,0.24586164187639953,0.022033502894577322
left_wrist_z_max,0.2400036348029971,0.0198567469475589
lr_hip_x_setup,0.2351106910035014,0.02805182751595298
phase_load_mid_hip_z_mean,0.22915607076138259,0.031338872000737004
phase_setup_right_elbow_z_mean,0.2254211289808154,0.019325232052509925
depth_window_left_wrist_y_std,0.22120843809098006,0.028170073193317522
right_knee_z_q25,0.21119890343397857,0.029328645565888687
neck_z_q25,0.20645250510424376,0.022155080614882545
release_vy,0.20376173537224532,0.022674941891272754
lr_elbow_deviation_f153,0.2001445649191737,0.020374549056711013
depth_f102_left_third_finger_pip_vel_mag,0.19918070565909146,0.015053628933545365
phase_setup_mid_hip_z_mean,0.1934726906940341,0.022931374567505727
angle_f153_right_small_toe_vz,0.186064007692039,0.03481411835928903
release_wrist_y,0.1754262862727046,0.01826740533074739
lr_f237_right_wrist_z,0.17360086571425198,0.01451248123749301
phase_propulsion_mid_hip_vel_mean,0.171099385432899,0.023731399266552145
phase_setup_right_elbow_z_range,0.1627489535138011,0.021480330667905927
wrist_y_release,0.15950325410813093,0.01720399817394014
angle_f153_right_big_toe_z,0.1547036414965987,0.022451964174117222
phase_setup_right_knee_vel_max,0.15301675032824277,0.01653688834801821
angle_window_right_ankle_z_std,0.1521632058545947,0.01688756060432165
wrist_snap_angle,0.15083744581788777,0.02061006932956819
angle_window_right_knee_z_std,0.1503825081512332,0.014061481663542518
right_wrist_vel_load_mean,0.14674976747483015,0.012324474620556358
phase_load_mid_hip_vel_mean,0.1448751537129283,0.016360450614600484
angle_f153_right_heel_x,0.14335937183350325,0.024083080610009862
phase_setup_right_wrist_vel_max,0.13550526257604362,0.017617549105888343
angle_f153_left_small_toe_z,0.13398536797612906,0.01630010776920208
elbow_height_relative,0.12649158891290427,0.014685181955400788
phase_load_mid_hip_vel_max,0.12609266247600318,0.017150609311061066
phase_follow_right_wrist_z_range,0.11783520933240652,0.010152351355532788
phase_setup_right_wrist_z_range,0.1165680168196559,0.012152901394800079
angle_f153_left_big_toe_z,0.11581807713955641,0.015050407540501196
phase_setup_mid_hip_vel_mean,0.11552577894181013,0.018943076816775685
angle_f153_left_knee_vz,0.11300674881786107,0.007512460812153425
acceleration_at_release,0.1088797701522708,0.010192815500190683
phase_load_right_elbow_vel_mean,0.10732565056532621,0.012407240154699342
lr_f237_right_elbow_y,0.10478879418224096,0.012935079902344042
right_elbow_vel_load_mean,0.104595229588449,0.012138094331130772
left_wrist_z_mean,0.09871489610522985,0.00685733286573175
phase_load_right_wrist_vel_mean,0.09510595109313727,0.00824499473375963
angle_f153_left_hip_x,0.0915414234623313,0.018086858932358264
depth_f102_right_wrist_y,0.08920530360192061,0.012933446989361351
angle_f153_right_heel_y,0.08819600399583578,0.016613925447191404
neck_z_mean,0.08444909732788801,0.008901389706072039
angle_window_left_ankle_z_std,0.08360067810863256,0.008897161666987334
wrist_vy_release,0.08144762869924307,0.009024834370972873
mid_hip_z_mean,0.0808809382840991,0.008971938080057522
hip_vertical_velocity_max,0.0803154332563281,0.013940020671135315
angle_f153_right_ankle_x,0.07808592934161425,0.014019747765278149
angle_f153_right_big_toe_x,0.07614070158451795,0.0110092773266933
phase_propulsion_mid_hip_z_mean,0.076025733910501,0.012452172363001357
right_shoulder_z_mean,0.0740184960886836,0.007219632824478929
phase_load_right_elbow_vel_max,0.07220624294131994,0.010545482930609957
lr_elbow_deviation_mean,0.06971836518496274,0.009194797216288905
wrist_jerk_mean,0.06722290460020304,0.0066530488473998005
phase_setup_right_knee_z_range,0.06631317865103484,0.007291577406782214
