trial_id,timestamp,model_type,n_features,feature_indices,best_params,cv_score_angle,cv_score_depth,cv_score_left_right,cv_score_combined,optuna_trials,duration_seconds
49,2026-01-28T22:58:55.742497,ridge,75,"acceleration_at_release,arm_extension_angle,arm_plane_angle,azimuth_angle,elbow_alignment,elevation_angle,forward_position,hip_vertical_velocity_max,jerk_at_release,left_wrist_z_mean,left_wrist_z_range,left_wrist_z_std,mid_hip_z_mean,mid_hip_z_min,mid_hip_z_range,mid_hip_z_std,neck_z_energy,neck_z_mean,neck_z_min,neck_z_q75,neck_z_range,neck_z_std,peak_velocity_magnitude,release_height_relative,right_elbow_vel_max,right_elbow_vel_min,right_elbow_vel_prep_mean,right_elbow_vel_prop_mean,right_elbow_vel_range,right_elbow_vel_release_mean,right_elbow_z_energy,right_elbow_z_max,right_elbow_z_range,right_elbow_z_std,right_hip_z_energy,right_hip_z_max,right_hip_z_mean,right_hip_z_min,right_hip_z_q75,right_hip_z_std,right_knee_vel_min,right_knee_vel_prop_mean,right_knee_vel_range,right_knee_vel_release_mean,right_knee_z_energy,right_knee_z_mean,right_knee_z_min,right_knee_z_q25,right_knee_z_q75,right_knee_z_range,right_shoulder_z_energy,right_shoulder_z_max,right_shoulder_z_q75,right_shoulder_z_range,right_shoulder_z_std,right_wrist_vel_load_mean,right_wrist_vel_max,right_wrist_vel_mean,right_wrist_vel_prep_mean,right_wrist_vel_prop_mean,right_wrist_vel_range,right_wrist_z_energy,right_wrist_z_max,right_wrist_z_mean,right_wrist_z_min,right_wrist_z_q75,set_point_height,shoulder_elevation_rate,time_to_peak_velocity,velocity_magnitude_release,wrist_snap_angle,wrist_vy_release,wrist_vz_release,wrist_x_release,wrist_z_release","{""alpha"": 0.0016070210913822346}",0.0744038787910879,0.08790135381054316,0.08357022321969064,0.0819584852737739,5,0.1
50,2026-01-28T23:00:26.784592,xgboost,75,"acceleration_at_release,arm_extension_angle,arm_plane_angle,elbow_alignment,forward_position,guide_hand_vx,hip_vertical_velocity_max,knee_bend_depth,knee_extension_rate_max,left_wrist_z_energy,left_wrist_z_max,left_wrist_z_min,left_wrist_z_q25,left_wrist_z_std,mid_hip_z_energy,mid_hip_z_max,mid_hip_z_mean,mid_hip_z_min,mid_hip_z_q25,mid_hip_z_q75,mid_hip_z_range,neck_z_max,neck_z_q25,neck_z_q75,neck_z_std,release_frame,release_height_relative,release_time,right_elbow_vel_max,right_elbow_vel_mean,right_elbow_vel_prep_mean,right_elbow_vel_prop_mean,right_elbow_vel_release_mean,right_elbow_vel_std,right_elbow_z_mean,right_elbow_z_min,right_elbow_z_q25,right_elbow_z_q75,right_elbow_z_range,right_hip_z_energy,right_hip_z_max,right_hip_z_min,right_hip_z_q75,right_hip_z_range,right_knee_vel_load_mean,right_knee_vel_max,right_knee_vel_max_time,right_knee_vel_min,right_knee_vel_prop_mean,right_knee_vel_std,right_knee_z_energy,right_knee_z_max,right_knee_z_mean,right_knee_z_q25,right_knee_z_q75,right_knee_z_range,right_shoulder_z_mean,right_shoulder_z_q75,right_shoulder_z_std,right_wrist_vel_load_mean,right_wrist_vel_max_time,right_wrist_vel_prep_mean,right_wrist_vel_std,right_wrist_z_mean,right_wrist_z_min,right_wrist_z_q25,right_wrist_z_q75,set_position_stability,shoulder_elevation_rate,shoulder_rotation,velocity_magnitude_release,wrist_vx_release,wrist_vz_release,wrist_x_release,wrist_z_release","{""n_estimators"": 642, ""max_depth"": 10, ""learning_rate"": 0.01437614646396153, ""subsample"": 0.5595252246771015, ""colsample_bytree"": 0.686737577227668, ""reg_alpha"": 0.0008172092301219621, ""reg_lambda"": 0.00010938330576566305, ""min_child_weight"": 19}",0.02351082942981898,0.03254509963178999,0.018632373601073775,0.024896100887560918,5,91.0
51,2026-01-28T23:00:26.885792,ridge,75,"arm_extension_angle,arm_plane_angle,elbow_height_relative,elevation_angle,forward_position,guide_hand_vx,hip_lateral_range,knee_bend_depth,knee_extension_rate_max,left_wrist_z_energy,left_wrist_z_max,left_wrist_z_mean,left_wrist_z_min,left_wrist_z_range,mid_hip_z_energy,mid_hip_z_min,mid_hip_z_range,mid_hip_z_std,neck_z_energy,neck_z_max,neck_z_mean,neck_z_min,neck_z_q25,neck_z_std,peak_velocity_magnitude,release_frame,release_height_relative,release_time,right_elbow_vel_load_mean,right_elbow_vel_max,right_elbow_vel_mean,right_elbow_vel_prep_mean,right_elbow_vel_prop_mean,right_elbow_vel_range,right_elbow_vel_release_mean,right_elbow_z_mean,right_elbow_z_min,right_elbow_z_q25,right_hip_z_min,right_hip_z_q75,right_hip_z_range,right_knee_vel_load_mean,right_knee_vel_max,right_knee_vel_min,right_knee_vel_range,right_knee_z_max,right_knee_z_min,right_knee_z_q25,right_knee_z_q75,right_knee_z_range,right_knee_z_std,right_shoulder_z_mean,right_shoulder_z_min,right_shoulder_z_q25,right_shoulder_z_q75,right_shoulder_z_std,right_wrist_vel_load_mean,right_wrist_vel_max,right_wrist_vel_min,right_wrist_vel_prep_mean,right_wrist_vel_prop_mean,right_wrist_vel_range,right_wrist_vel_release_mean,right_wrist_vel_std,right_wrist_z_energy,right_wrist_z_mean,right_wrist_z_q25,right_wrist_z_std,set_position_stability,shoulder_elevation_rate,shoulder_rotation,velocity_magnitude_release,wrist_snap_angle,wrist_vx_release,wrist_y_release","{""alpha"": 59.159011804411804}",0.0797852611640943,0.029106825547487586,0.019752207915461666,0.04288143154234785,5,0.1
52,2026-01-28T23:01:09.601097,lightgbm,20,"forward_position,lateral_offset,left_wrist_z_energy,left_wrist_z_q25,left_wrist_z_range,left_wrist_z_std,mid_hip_z_max,mid_hip_z_range,neck_z_range,neck_z_std,right_elbow_vel_range,right_hip_z_energy,right_hip_z_min,right_knee_vel_max_time,right_knee_z_max,right_wrist_vel_load_mean,right_wrist_vel_max_time,right_wrist_z_range,set_position_stability,wrist_vz_release","{""n_estimators"": 341, ""num_leaves"": 49, ""learning_rate"": 0.005439190944194054, ""subsample"": 0.7623674654554244, ""colsample_bytree"": 0.8501261279239842, ""reg_alpha"": 0.0031293048674820093, ""reg_lambda"": 0.00020175110308279294, ""min_child_samples"": 33}",0.020913761471554243,0.02014457372445398,0.01618503398816159,0.019081123061389937,5,42.7
53,2026-01-28T23:01:09.720913,ridge,50,"arm_plane_angle,elbow_alignment,elbow_height_relative,forward_position,jerk_at_release,knee_extension_rate_max,lateral_offset,left_wrist_z_energy,left_wrist_z_mean,left_wrist_z_range,left_wrist_z_std,mid_hip_z_energy,mid_hip_z_max,mid_hip_z_q25,neck_z_max,neck_z_q25,neck_z_q75,neck_z_std,release_frame,right_elbow_vel_prop_mean,right_elbow_vel_release_mean,right_elbow_z_max,right_elbow_z_min,right_hip_z_mean,right_hip_z_min,right_hip_z_range,right_knee_vel_max,right_knee_vel_mean,right_knee_vel_min,right_knee_vel_prep_mean,right_knee_z_energy,right_knee_z_max,right_knee_z_min,right_knee_z_q25,right_knee_z_q75,right_knee_z_std,right_shoulder_z_energy,right_shoulder_z_min,right_shoulder_z_q75,right_wrist_vel_max,right_wrist_vel_prep_mean,right_wrist_z_max,right_wrist_z_std,set_point_height,set_position_stability,shoulder_elevation_rate,shoulder_rotation,time_to_peak_velocity,wrist_vz_release,wrist_x_release","{""alpha"": 20.804535600133768}",0.093372748967913,0.054991518412855336,0.029711744025082403,0.05935867046861692,5,0.1
54,2026-01-28T23:01:37.966790,lightgbm,50,"acceleration_at_release,arm_extension_angle,elbow_alignment,hip_vertical_velocity_max,knee_extension_rate_max,lateral_offset,left_wrist_z_energy,left_wrist_z_max,left_wrist_z_mean,left_wrist_z_q25,left_wrist_z_q75,mid_hip_z_max,mid_hip_z_q25,mid_hip_z_q75,neck_z_energy,neck_z_min,neck_z_q25,neck_z_range,neck_z_std,right_elbow_vel_max_time,right_elbow_vel_prep_mean,right_elbow_vel_release_mean,right_elbow_z_energy,right_elbow_z_max,right_elbow_z_range,right_hip_z_energy,right_hip_z_q25,right_hip_z_range,right_hip_z_std,right_knee_vel_prop_mean,right_knee_vel_std,right_knee_z_max,right_knee_z_min,right_knee_z_q75,right_knee_z_range,right_shoulder_z_max,right_shoulder_z_mean,right_shoulder_z_q25,right_shoulder_z_q75,right_wrist_vel_load_mean,right_wrist_vel_max,right_wrist_vel_prop_mean,right_wrist_vel_release_mean,right_wrist_z_mean,right_wrist_z_min,right_wrist_z_std,set_point_height,velocity_magnitude_release,wrist_snap_angle,wrist_z_release","{""n_estimators"": 125, ""num_leaves"": 23, ""learning_rate"": 0.046841834021369586, ""subsample"": 0.9274838738807103, ""colsample_bytree"": 0.8273402301629533, ""reg_alpha"": 6.783443620428084, ""reg_lambda"": 0.16530144008245481, ""min_child_samples"": 39}",0.02648108863069141,0.0317209495425902,0.018944368608424914,0.025715468927235505,5,28.2
55,2026-01-28T23:02:04.274848,lightgbm,10,"arm_extension_angle,elbow_height_relative,left_wrist_z_min,right_elbow_z_std,right_knee_vel_std,right_knee_z_range,right_shoulder_z_max,right_wrist_vel_mean,right_wrist_vel_range,shoulder_rotation","{""n_estimators"": 243, ""num_leaves"": 20, ""learning_rate"": 0.00944732466073872, ""subsample"": 0.6494300534589852, ""colsample_bytree"": 0.671825217013751, ""reg_alpha"": 3.5465908885782156, ""reg_lambda"": 0.0004766602950106182, ""min_child_samples"": 13}",0.03893695826593115,0.01920523904394122,0.014598601741609167,0.02424693301716051,5,26.3
56,2026-01-28T23:02:28.835403,lightgbm,75,"arm_extension_angle,arm_plane_angle,elbow_height_relative,elevation_angle,forward_position,guide_hand_vx,hip_lateral_range,jerk_at_release,knee_bend_depth,knee_extension_rate_max,left_wrist_z_max,left_wrist_z_mean,left_wrist_z_min,left_wrist_z_q25,left_wrist_z_q75,left_wrist_z_range,left_wrist_z_std,mid_hip_z_max,mid_hip_z_q75,neck_z_max,neck_z_mean,neck_z_range,neck_z_std,release_height_relative,release_time,right_elbow_vel_max,right_elbow_vel_max_time,right_elbow_vel_prop_mean,right_elbow_vel_release_mean,right_elbow_z_energy,right_elbow_z_mean,right_elbow_z_min,right_elbow_z_q25,right_elbow_z_q75,right_elbow_z_range,right_hip_z_mean,right_hip_z_q25,right_hip_z_q75,right_hip_z_std,right_knee_vel_load_mean,right_knee_vel_max,right_knee_vel_mean,right_knee_vel_prep_mean,right_knee_vel_prop_mean,right_knee_vel_release_mean,right_knee_z_max,right_knee_z_q75,right_knee_z_range,right_knee_z_std,right_shoulder_z_min,right_shoulder_z_q75,right_shoulder_z_range,right_shoulder_z_std,right_wrist_vel_max_time,right_wrist_vel_mean,right_wrist_vel_min,right_wrist_vel_prep_mean,right_wrist_vel_range,right_wrist_vel_release_mean,right_wrist_z_max,right_wrist_z_min,right_wrist_z_q25,right_wrist_z_q75,right_wrist_z_range,right_wrist_z_std,set_point_height,set_position_stability,shoulder_elevation_rate,shoulder_rotation,velocity_magnitude_release,wrist_snap_angle,wrist_vx_release,wrist_vy_release,wrist_vz_release,wrist_y_release","{""n_estimators"": 122, ""num_leaves"": 11, ""learning_rate"": 0.011036648661519896, ""subsample"": 0.9434570117831258, ""colsample_bytree"": 0.9291746941744976, ""reg_alpha"": 0.1783356213010049, ""reg_lambda"": 1.2190101219301916, ""min_child_samples"": 30}",0.025307716283244606,0.017601519816664694,0.016276846534658457,0.019728694211522586,5,24.6
57,2026-01-28T23:03:29.243809,catboost,10,"left_wrist_z_q75,mid_hip_z_q25,mid_hip_z_std,neck_z_range,right_elbow_vel_mean,right_elbow_vel_prop_mean,right_hip_z_mean,right_knee_z_mean,right_knee_z_q75,right_shoulder_z_mean","{""iterations"": 782, ""depth"": 7, ""learning_rate"": 0.006618559031205552, ""l2_leaf_reg"": 10.343405618290875}",0.021455939543410334,0.02000007029355769,0.014979354090280643,0.018811787975749557,5,60.4
58,2026-01-28T23:03:29.343320,ridge,10,"azimuth_angle,knee_bend_depth,knee_extension_rate_max,neck_z_range,right_elbow_vel_prep_mean,right_knee_vel_load_mean,right_knee_z_max,right_knee_z_q25,right_shoulder_z_max,right_wrist_vel_range","{""alpha"": 11.712693909551893}",0.06459774906849078,0.03538113218745326,0.016048161440473146,0.03867568089880573,5,0.1
59,2026-01-28T23:03:29.422746,ridge,10,"left_wrist_z_q25,mid_hip_z_energy,neck_z_q25,release_height_relative,right_elbow_z_max,right_elbow_z_q25,right_knee_vel_mean,right_shoulder_z_energy,shoulder_elevation_rate,shoulder_rotation","{""alpha"": 0.00014819902924340187}",0.05991776717282412,0.026975763245672368,0.0245245222932855,0.03713935090392733,5,0.1
60,2026-01-28T23:07:36.001030,catboost,30,"elbow_alignment,elbow_height_relative,hip_lateral_range,knee_extension_rate_max,left_wrist_z_std,mid_hip_z_energy,mid_hip_z_mean,mid_hip_z_std,neck_z_q25,release_frame,right_elbow_vel_load_mean,right_elbow_vel_max_time,right_elbow_vel_mean,right_elbow_vel_min,right_elbow_vel_std,right_elbow_z_energy,right_elbow_z_max,right_elbow_z_mean,right_elbow_z_min,right_elbow_z_q25,right_elbow_z_range,right_hip_z_q25,right_knee_vel_min,right_knee_vel_prep_mean,right_knee_z_max,right_shoulder_z_mean,right_shoulder_z_min,right_wrist_z_q75,wrist_vx_release,wrist_vz_release","{""iterations"": 518, ""depth"": 8, ""learning_rate"": 0.012255880748034036, ""l2_leaf_reg"": 6.4585087056837756}",0.027691408352581725,0.01996635557237905,0.015152202684552923,0.020936655536504565,5,246.6
61,2026-01-28T23:07:36.103669,ridge,10,"mid_hip_z_q25,right_elbow_vel_mean,right_hip_z_q25,right_knee_vel_max,right_knee_vel_min,right_knee_z_std,right_wrist_vel_prep_mean,right_wrist_vel_range,set_position_stability,wrist_vy_release","{""alpha"": 9.242585690478421}",0.16910820805878093,0.023822415788209404,0.017882196349369738,0.07027094006545336,5,0.1
62,2026-01-28T23:14:09.886837,catboost,30,"guide_hand_vx,jerk_at_release,knee_bend_depth,lateral_offset,left_wrist_z_max,left_wrist_z_min,left_wrist_z_q75,mid_hip_z_q25,mid_hip_z_range,mid_hip_z_std,neck_z_mean,neck_z_range,neck_z_std,right_elbow_vel_mean,right_elbow_vel_range,right_elbow_z_mean,right_elbow_z_q25,right_hip_z_max,right_hip_z_min,right_hip_z_q75,right_knee_vel_prop_mean,right_knee_vel_std,right_shoulder_z_range,right_wrist_vel_min,right_wrist_vel_release_mean,right_wrist_z_q25,set_position_stability,shoulder_elevation_rate,wrist_snap_angle,wrist_z_release","{""iterations"": 230, ""depth"": 9, ""learning_rate"": 0.01684453338459134, ""l2_leaf_reg"": 29.307332986871458}",0.032842397122495016,0.017673811824214992,0.01450537918276376,0.02167386270982459,5,393.8
63,2026-01-28T23:16:30.769113,catboost,10,"elbow_alignment,forward_position,knee_bend_depth,lateral_offset,release_frame,right_elbow_vel_max_time,right_elbow_vel_std,right_elbow_z_range,right_knee_vel_mean,right_wrist_z_range","{""iterations"": 416, ""depth"": 10, ""learning_rate"": 0.02816691294088074, ""l2_leaf_reg"": 0.41352358772286524}",0.023738769789583395,0.019097300527524858,0.016691001034479645,0.019842357117195966,5,140.9
64,2026-01-28T23:17:43.869551,xgboost,75,"arm_extension_angle,arm_plane_angle,azimuth_angle,elbow_alignment,elevation_angle,forward_position,guide_hand_vx,hip_lateral_range,hip_vertical_velocity_max,knee_bend_depth,knee_extension_rate_max,lateral_offset,left_wrist_z_energy,left_wrist_z_max,left_wrist_z_mean,left_wrist_z_q25,left_wrist_z_std,mid_hip_z_min,mid_hip_z_q25,mid_hip_z_q75,mid_hip_z_range,neck_z_max,neck_z_q25,neck_z_q75,peak_velocity_magnitude,release_height_relative,right_elbow_vel_load_mean,right_elbow_vel_prop_mean,right_elbow_vel_range,right_elbow_vel_release_mean,right_elbow_vel_std,right_elbow_z_energy,right_elbow_z_max,right_elbow_z_range,right_elbow_z_std,right_hip_z_mean,right_hip_z_min,right_hip_z_q25,right_hip_z_q75,right_hip_z_range,right_hip_z_std,right_knee_vel_max_time,right_knee_vel_mean,right_knee_vel_min,right_knee_vel_prep_mean,right_knee_vel_prop_mean,right_knee_vel_range,right_knee_vel_std,right_knee_z_energy,right_knee_z_max,right_knee_z_min,right_knee_z_q25,right_knee_z_std,right_shoulder_z_energy,right_shoulder_z_max,right_shoulder_z_min,right_wrist_vel_load_mean,right_wrist_vel_max,right_wrist_vel_max_time,right_wrist_vel_mean,right_wrist_vel_min,right_wrist_vel_prep_mean,right_wrist_vel_std,right_wrist_z_max,right_wrist_z_mean,right_wrist_z_q25,right_wrist_z_q75,right_wrist_z_range,set_position_stability,shoulder_elevation_rate,velocity_magnitude_release,wrist_snap_angle,wrist_vx_release,wrist_x_release,wrist_z_release","{""n_estimators"": 106, ""max_depth"": 10, ""learning_rate"": 0.01922505535882539, ""subsample"": 0.8051093858635581, ""colsample_bytree"": 0.926029908737652, ""reg_alpha"": 0.4943688030758284, ""reg_lambda"": 7.450028715715949, ""min_child_weight"": 18}",0.02476284481728476,0.02047428260622848,0.015503341852857034,0.020246823092123424,5,73.1
65,2026-01-28T23:18:28.404405,lightgbm,20,"arm_extension_angle,knee_bend_depth,left_wrist_z_min,mid_hip_z_mean,mid_hip_z_min,peak_velocity_magnitude,release_height_relative,right_elbow_z_max,right_elbow_z_q75,right_hip_z_range,right_knee_vel_max_time,right_knee_vel_prop_mean,right_knee_z_max,right_shoulder_z_energy,right_wrist_vel_max_time,right_wrist_vel_prep_mean,right_wrist_vel_release_mean,right_wrist_z_range,set_point_height,time_to_peak_velocity","{""n_estimators"": 653, ""num_leaves"": 42, ""learning_rate"": 0.007436418859075332, ""subsample"": 0.9629743100693264, ""colsample_bytree"": 0.5447359480537783, ""reg_alpha"": 0.055794324933901546, ""reg_lambda"": 0.0002561060622016402, ""min_child_samples"": 26}",0.020878596728777243,0.03132174066827108,0.018322178423352965,0.023507505273467094,5,44.5
66,2026-01-28T23:22:51.395488,catboost,50,"elbow_alignment,elbow_height_relative,elevation_angle,hip_lateral_range,hip_vertical_velocity_max,jerk_at_release,left_wrist_z_energy,left_wrist_z_min,mid_hip_z_energy,mid_hip_z_max,mid_hip_z_min,mid_hip_z_q25,mid_hip_z_q75,mid_hip_z_std,neck_z_max,neck_z_mean,neck_z_min,neck_z_q75,neck_z_range,right_elbow_vel_prep_mean,right_elbow_vel_prop_mean,right_elbow_z_q75,right_elbow_z_range,right_elbow_z_std,right_hip_z_range,right_hip_z_std,right_knee_vel_max,right_knee_vel_min,right_knee_vel_range,right_knee_z_mean,right_knee_z_min,right_knee_z_q25,right_knee_z_range,right_shoulder_z_mean,right_shoulder_z_min,right_shoulder_z_q75,right_wrist_vel_load_mean,right_wrist_vel_max_time,right_wrist_vel_mean,right_wrist_vel_prop_mean,right_wrist_vel_range,right_wrist_vel_std,right_wrist_z_energy,right_wrist_z_max,right_wrist_z_q25,right_wrist_z_q75,right_wrist_z_std,set_point_height,shoulder_rotation,wrist_z_release","{""iterations"": 734, ""depth"": 7, ""learning_rate"": 0.005585249291766181, ""l2_leaf_reg"": 5.335470285977124}",0.02821428576518808,0.021611818869707335,0.015311306594394438,0.021712470409763287,5,263.0
67,2026-01-28T23:22:51.498285,ridge,10,"mid_hip_z_range,mid_hip_z_std,neck_z_max,neck_z_q75,right_hip_z_energy,right_knee_vel_prop_mean,right_shoulder_z_mean,right_shoulder_z_range,right_wrist_z_min,right_wrist_z_range","{""alpha"": 0.4664048629209255}",0.038829976200553146,0.029459779543882424,0.019261401157377223,0.02918371896727093,5,0.1
68,2026-01-28T23:23:25.384891,xgboost,50,"acceleration_at_release,azimuth_angle,elbow_alignment,guide_hand_vx,hip_vertical_velocity_max,left_wrist_z_energy,left_wrist_z_max,left_wrist_z_mean,left_wrist_z_q75,left_wrist_z_range,mid_hip_z_energy,mid_hip_z_mean,mid_hip_z_min,neck_z_energy,neck_z_min,neck_z_q75,neck_z_range,neck_z_std,release_frame,release_time,right_elbow_vel_load_mean,right_elbow_vel_mean,right_elbow_vel_min,right_elbow_vel_prep_mean,right_elbow_vel_std,right_elbow_z_mean,right_hip_z_mean,right_hip_z_std,right_knee_vel_load_mean,right_knee_vel_max,right_knee_vel_max_time,right_knee_vel_mean,right_knee_vel_prop_mean,right_knee_vel_range,right_knee_vel_release_mean,right_knee_z_energy,right_knee_z_min,right_shoulder_z_q75,right_wrist_vel_load_mean,right_wrist_vel_max,right_wrist_vel_max_time,right_wrist_vel_std,right_wrist_z_q25,right_wrist_z_q75,right_wrist_z_range,set_position_stability,shoulder_elevation_rate,time_to_peak_velocity,wrist_vz_release,wrist_x_release","{""n_estimators"": 114, ""max_depth"": 7, ""learning_rate"": 0.006308870928759206, ""subsample"": 0.7038331797740054, ""colsample_bytree"": 0.657052483615541, ""reg_alpha"": 0.7124495505536295, ""reg_lambda"": 0.10118098398098574, ""min_child_weight"": 9}",0.025825888388091873,0.021322199483796996,0.015322457184172975,0.02082351501868728,5,33.9
69,2026-01-28T23:23:25.465575,ridge,10,"acceleration_at_release,arm_extension_angle,forward_position,left_wrist_z_min,left_wrist_z_q75,mid_hip_z_energy,neck_z_mean,right_hip_z_max,right_knee_z_range,wrist_x_release","{""alpha"": 4.126433353280405}",0.12072334767382747,0.02098437437707408,0.020604946989588598,0.05410422301349671,5,0.1
70,2026-01-28T23:23:25.575996,ridge,100,"arm_extension_angle,arm_plane_angle,azimuth_angle,elbow_alignment,elbow_height_relative,elevation_angle,guide_hand_vx,hip_vertical_velocity_max,jerk_at_release,knee_bend_depth,lateral_offset,left_wrist_z_energy,left_wrist_z_max,left_wrist_z_mean,left_wrist_z_q25,left_wrist_z_std,mid_hip_z_energy,mid_hip_z_max,mid_hip_z_mean,mid_hip_z_q25,mid_hip_z_q75,mid_hip_z_range,neck_z_energy,neck_z_max,neck_z_mean,neck_z_min,neck_z_q25,neck_z_range,neck_z_std,release_frame,release_height_relative,release_time,right_elbow_vel_load_mean,right_elbow_vel_max,right_elbow_vel_max_time,right_elbow_vel_mean,right_elbow_vel_prop_mean,right_elbow_vel_range,right_elbow_vel_release_mean,right_elbow_vel_std,right_elbow_z_energy,right_elbow_z_max,right_elbow_z_q75,right_elbow_z_range,right_hip_z_energy,right_hip_z_max,right_hip_z_mean,right_hip_z_min,right_hip_z_q25,right_hip_z_std,right_knee_vel_load_mean,right_knee_vel_max,right_knee_vel_max_time,right_knee_vel_mean,right_knee_vel_min,right_knee_vel_prep_mean,right_knee_vel_prop_mean,right_knee_vel_release_mean,right_knee_z_energy,right_knee_z_max,right_knee_z_mean,right_knee_z_min,right_knee_z_q25,right_knee_z_q75,right_knee_z_range,right_knee_z_std,right_shoulder_z_energy,right_shoulder_z_max,right_shoulder_z_mean,right_shoulder_z_min,right_shoulder_z_q75,right_shoulder_z_range,right_shoulder_z_std,right_wrist_vel_load_mean,right_wrist_vel_max,right_wrist_vel_max_time,right_wrist_vel_mean,right_wrist_vel_min,right_wrist_vel_prep_mean,right_wrist_vel_prop_mean,right_wrist_vel_range,right_wrist_vel_std,right_wrist_z_energy,right_wrist_z_max,right_wrist_z_mean,right_wrist_z_q75,right_wrist_z_range,right_wrist_z_std,set_point_height,set_position_stability,shoulder_elevation_rate,time_to_peak_velocity,velocity_magnitude_release,wrist_snap_angle,wrist_vx_release,wrist_vy_release,wrist_vz_release,wrist_x_release,wrist_y_release,wrist_z_release","{""alpha"": 50.13020451886601}",0.08036945507220357,0.06180487079197935,0.019389637113289095,0.053854654325824,5,0.1
71,2026-01-28T23:43:41.220393,catboost,75,"acceleration_at_release,azimuth_angle,elbow_alignment,elbow_height_relative,elevation_angle,hip_lateral_range,knee_bend_depth,lateral_offset,left_wrist_z_q25,left_wrist_z_q75,left_wrist_z_range,mid_hip_z_energy,mid_hip_z_mean,mid_hip_z_min,mid_hip_z_q25,mid_hip_z_q75,mid_hip_z_range,mid_hip_z_std,neck_z_energy,neck_z_max,neck_z_mean,neck_z_min,neck_z_q75,neck_z_range,neck_z_std,peak_velocity_magnitude,release_frame,right_elbow_vel_max,right_elbow_vel_max_time,right_elbow_vel_mean,right_elbow_vel_prep_mean,right_elbow_vel_prop_mean,right_elbow_vel_range,right_elbow_vel_release_mean,right_elbow_z_energy,right_elbow_z_mean,right_elbow_z_q25,right_elbow_z_q75,right_hip_z_max,right_hip_z_min,right_hip_z_q25,right_hip_z_q75,right_hip_z_range,right_hip_z_std,right_knee_vel_max,right_knee_vel_max_time,right_knee_vel_mean,right_knee_vel_prop_mean,right_knee_vel_release_mean,right_knee_vel_std,right_knee_z_energy,right_knee_z_mean,right_knee_z_q25,right_knee_z_q75,right_knee_z_std,right_shoulder_z_energy,right_shoulder_z_max,right_shoulder_z_mean,right_shoulder_z_min,right_shoulder_z_q75,right_shoulder_z_std,right_wrist_vel_load_mean,right_wrist_vel_max_time,right_wrist_vel_min,right_wrist_vel_prep_mean,right_wrist_vel_prop_mean,right_wrist_vel_range,right_wrist_vel_std,right_wrist_z_energy,right_wrist_z_q25,shoulder_rotation,wrist_snap_angle,wrist_vy_release,wrist_vz_release,wrist_y_release","{""iterations"": 550, ""depth"": 10, ""learning_rate"": 0.006919680996202877, ""l2_leaf_reg"": 9.376741286281932}",0.028695893228569067,0.017869517177253737,0.014603256888938577,0.02038955576492046,5,1215.6
72,2026-01-28T23:43:41.337589,ridge,50,"arm_extension_angle,arm_plane_angle,azimuth_angle,guide_hand_vx,hip_lateral_range,hip_vertical_velocity_max,knee_extension_rate_max,lateral_offset,left_wrist_z_mean,left_wrist_z_q25,mid_hip_z_energy,mid_hip_z_max,mid_hip_z_min,mid_hip_z_q25,neck_z_energy,neck_z_min,neck_z_q25,release_height_relative,right_elbow_vel_mean,right_elbow_vel_min,right_elbow_z_energy,right_elbow_z_q75,right_elbow_z_std,right_hip_z_mean,right_hip_z_min,right_hip_z_q25,right_hip_z_range,right_knee_vel_load_mean,right_knee_vel_max_time,right_knee_vel_std,right_knee_z_mean,right_knee_z_q25,right_knee_z_q75,right_knee_z_range,right_knee_z_std,right_shoulder_z_energy,right_shoulder_z_q25,right_wrist_vel_max_time,right_wrist_vel_mean,right_wrist_vel_min,right_wrist_vel_prep_mean,right_wrist_vel_prop_mean,right_wrist_vel_release_mean,right_wrist_vel_std,right_wrist_z_mean,right_wrist_z_range,time_to_peak_velocity,wrist_snap_angle,wrist_vx_release,wrist_vz_release","{""alpha"": 35.917208708892}",0.07091144656598035,0.028795746551763837,0.020160032132785846,0.03995574175017668,5,0.1
