feature,importance_mean,importance_std
phase_load_right_knee_vel_max,0.3421861998736858,0.02324252256069986
phase_setup_right_wrist_vel_max,0.24678941294550896,0.029274404792049027
depth_window_right_wrist_y_std,0.2460911639034748,0.028647715427667975
wrist_vy_release,0.24219959005713462,0.02862773245819493
phase_propulsion_mid_hip_vel_mean,0.2292806886136532,0.02549809792368371
depth_f102_right_shoulder_y,0.22209971621632577,0.02154036520873769
angle_f153_right_big_toe_y,0.16853983029723169,0.015572467860769032
lr_elbow_deviation_f237,0.16532843187451363,0.019797195761167355
phase_setup_right_wrist_z_mean,0.16222564205527307,0.014465444539139697
set_point_height,0.1510795533657074,0.015387012678308783
release_velocity_mag,0.12951595485210418,0.011233752455627806
depth_f102_left_third_finger_pip_vel_mag,0.1245237946510315,0.011086545941913202
phase_setup_right_elbow_z_range,0.12031736373901367,0.0141538224610864
angle_f153_right_small_toe_x,0.1066165030002594,0.01285283594719548
velocity_magnitude_release,0.10298638418316841,0.00837555048621141
peak_velocity_magnitude,0.102986291795969,0.008375562300289525
angle_f153_left_small_toe_z,0.09573534354567528,0.009695616982801324
phase_propulsion_right_knee_vel_mean,0.09398210123181343,0.0070461837997533435
lr_hip_x_setup,0.08777216747403145,0.008953226184629764
right_wrist_z_q25,0.08602402582764626,0.007349336193943893
lr_f237_left_ankle_z,0.08556011281907558,0.011634380340491322
right_knee_vel_prop_mean,0.07990626618266106,0.005973655217607963
phase_setup_right_knee_vel_max,0.0780490666627884,0.007560028975812914
lr_f237_left_ankle_y,0.07521391734480858,0.006920844000202383
phase_load_right_elbow_vel_max,0.07452401705086231,0.01149685522062276
angle_f153_right_heel_y,0.07260582223534584,0.01188342190205072
phase_setup_mid_hip_z_mean,0.07209713608026505,0.008807534142150608
left_wrist_z_std,0.06801655888557434,0.0067606619579795805
lr_f237_right_wrist_z,0.06797632090747356,0.006172671595234952
right_knee_z_q25,0.05758151412010193,0.007781496673559673
depth_f102_right_wrist_y,0.05421360470354557,0.006310219528436431
phase_follow_mid_hip_z_mean,0.05375673398375511,0.008166146759287691
angle_f153_left_knee_angle,0.05319193415343761,0.008276043231952527
right_elbow_z_q25,0.05236877016723156,0.004477431841858673
right_wrist_vel_load_mean,0.05102294906973839,0.005071481205194373
mid_hip_z_max,0.049052704125642776,0.007244762529448593
angle_f153_left_heel_y,0.048362032324075696,0.004681253408708081
right_knee_vel_prep_mean,0.04791945889592171,0.008848545186160496
lr_f237_right_ankle_y,0.04765945738181472,0.014576907337191828
