feature_idx,feature_name,feature_type,target,beta,intercept,se_beta,t_stat,p_value,ci_lower,ci_upper,r_squared,pearson_r,std_X,std_Y,beta_standardized,n_samples
55,left_small_toe_y,raw_mean,depth,1.718993117978568,54.417620972204226,1.0262402537381508,1.6750396524761304,0.09483784659178489,-0.29243777934820736,3.7304240153053434,0.008113681666014672,0.09007597718601043,0.28300452,5.400806,0.09007597008562875,345
55,left_small_toe_y,raw_mean,left_right,1.2135156603382546,30.815007636830224,0.7222177009455365,1.6802629716074595,0.09381661007406278,-0.20203103351499685,2.629062354191506,0.008163949008655694,0.09035457381148834,0.28300452,3.8009193,0.09035456939793962,345
55,left_small_toe_y,raw_std,angle,-3.7947369042116663,45.925138458651915,1.0294087564057868,-3.6863266225373,0.0002643643378526733,-5.812378066767009,-1.7770957416563244,0.03810830905275388,-0.19521349608250418,0.25056866,4.870781,-0.1952134823122966,345
55,left_small_toe_y,raw_std,depth,1.015534406376394,9.54072123228119,1.162524671569563,0.8735594445537982,0.38296939320213447,-1.2630139498999493,3.2940827626527374,0.0022198603911267874,0.04711539441760822,0.25056866,5.400806,0.047115393503458294,345
55,left_small_toe_y,raw_std,left_right,0.4928486398793775,-0.8396009772420496,0.8186259261948944,0.6020437712866212,0.5475427543916633,-1.1116581754626156,2.0973554552213707,0.0010556095911761656,0.03249014606270901,0.25056866,3.8009193,0.032490144303991234,345
56,left_small_toe_z,raw_mean,angle,-96.95903704173332,88.58208605374804,12.806796754149584,-7.570904645638045,3.460598559696402e-13,-122.06035867986651,-71.85771540360014,0.14318244908164382,-0.378394567986439,0.01900882,4.870781,-0.37839454197396705,345
56,left_small_toe_z,raw_mean,depth,-14.599241210570888,16.148071723425232,15.32082764010085,-0.9529016025451995,0.3413109498867235,-44.62806338516855,15.429580964026776,0.0026403032423246596,-0.051383881152795956,0.01900882,5.400806,-0.051383880623964394,345
56,left_small_toe_z,raw_mean,left_right,15.815604572759357,-7.812306974911329,10.762759656565505,1.4694748445034274,0.1426206335159157,-5.279404354109031,36.91061349962774,0.006256114108159931,0.0790956010670627,0.01900882,3.8009193,0.07909560067045679,345
56,left_small_toe_z,raw_std,angle,-40.176157986359925,46.584735202774404,11.023156636705675,-3.6447053516937746,0.0003091420239736431,-61.78154499430305,-18.570770978416803,0.03728453055121545,-0.19309202612022966,0.02340963,4.870781,-0.19309203302878303,345
56,left_small_toe_z,raw_std,depth,2.4726810424965597,9.591013038873216,12.456385421247054,0.19850710771030483,0.8427659295142722,-21.941834383147665,26.887196468140786,0.00011487039456374275,0.010717760706590848,0.02340963,5.400806,0.01071776128272042,345
56,left_small_toe_z,raw_std,left_right,13.169799434157012,-1.143112191832187,8.738033492878841,1.5071811575098548,0.13268466263640857,-3.956746211885518,30.296345080199544,0.006579154133079968,0.0811119851383257,0.02340963,3.8009193,0.08111198650302186,345
57,left_heel_x,raw_mean,angle,3.6276469513804805,-27.58207394004647,0.7220846841604908,5.023852507823305,8.165455595986342e-07,2.2123609704259186,5.0429329323350425,0.06853996338304823,0.2618013815529785,0.35151634,4.870781,0.2618013767449779,345
57,left_heel_x,raw_mean,depth,0.11132019439309326,7.416600407298594,0.8295729831243611,0.13418975383435947,0.8933312297545868,-1.5146428525306546,1.737283241316841,5.249546575523863e-05,0.007245375473723817,0.35151634,5.400806,0.007245375353069944,345
57,left_heel_x,raw_mean,left_right,-0.272397434996664,4.704167481105923,0.5836577216902391,-0.46670749803123784,0.6410054589725097,-1.4163665695095327,0.8715716995162046,0.0006346287361411338,-0.02519183868123035,0.35151634,3.8009193,-0.02519183944871412,345
57,left_heel_x,raw_std,angle,-2.1635894728153273,46.23096701678568,0.4316800815865031,-5.012020626163109,8.647436449030487e-07,-3.0096824327248735,-1.3174965129057812,0.06823950565466261,-0.26122692367874834,0.5880871,4.870781,-0.2612269008714403,345
57,left_heel_x,raw_std,depth,1.072436554180467,9.28854481046524,0.4924796556712054,2.177626104613058,0.030114885466387898,0.10717642906490443,2.0376966792960296,0.013636703922208587,0.11677629863207939,0.5880871,5.400806,0.11677628678761272,345
57,left_heel_x,raw_std,left_right,0.324219662660795,-0.89424051196416,0.348540144026317,0.9302218645904798,0.352910442388599,-0.35891901963078626,1.0073583449523762,0.002516429210390951,0.05016402306824036,0.5880871,3.8009193,0.050164022596568957,345
58,left_heel_y,raw_mean,angle,-1.9168657218741303,-3.9003137497308558,0.8941183532910909,-2.1438612850507854,0.03274663507648765,-3.6693376943246685,-0.16439374942359208,0.013222647390578875,-0.11498977080844572,0.29219052,4.870781,-0.11498977544624628,345
58,left_heel_y,raw_mean,depth,2.8476107118796397,83.02203198776334,0.9861192099550861,2.8876941886258733,0.004127054917461831,0.9148170603676711,4.780404363391608,0.02373429366656061,0.15405938357192206,0.29219052,5.400806,0.15405938692627796,345
58,left_heel_y,raw_mean,left_right,1.1379712139744917,28.53534697719236,0.699692671887178,1.6263872121244454,0.10478563827541323,-0.233426422924377,2.5093688508733605,0.007652748709968524,0.08747999034046886,0.29219052,3.8009193,0.08747999533543956,345
58,left_heel_y,raw_std,angle,-4.759248211111445,45.98301711285815,1.2449762586933935,-3.822762223679905,0.0001566949268117536,-7.199401678150496,-2.319094744072394,0.0408639790402833,-0.20214840845350057,0.20688574,4.870781,-0.20214839415634278,345
58,left_heel_y,raw_std,depth,0.839798457689423,9.57071445972833,1.40882194624477,0.5960997838853339,0.551501734568778,-1.921492556950326,3.6010894723291718,0.0010348898536772593,0.0321697039724841,0.20688574,5.400806,0.032169702718078466,345
58,left_heel_y,raw_std,left_right,0.8805701160257133,-0.8746319977840784,0.9908584482865865,0.888694159643503,0.3747902713249637,-1.0615124426159963,2.822652674667423,0.0022972681606926696,0.04792982537723948,0.20688574,3.8009193,0.0479298254869837,345
59,left_heel_z,raw_mean,angle,-42.36926355590427,68.60655729820513,5.224344349389953,-8.109967628923949,9.085866677368942e-15,-52.60897848070857,-32.129548631099965,0.16090055907506606,-0.4011241192886138,0.046113327,4.870781,-0.40112410841064483,345
59,left_heel_z,raw_mean,depth,15.835195231086852,1.01690384148994,6.265833028473679,2.5272290466610494,0.01194545546257562,3.5541624952784403,28.116227966895263,0.018280270090980946,0.13520454907650462,0.046113327,5.400806,0.13520454408162808,345
59,left_heel_z,raw_mean,left_right,6.58197827542444,-4.374346916734041,4.436352568573684,1.4836463454347562,0.1388210597379384,-2.1132727589799813,15.277229309828861,0.006376589759862672,0.0798535519552053,0.046113327,3.8009193,0.07985355466077342,345
59,left_heel_z,raw_std,angle,-25.60389473942997,48.11065516329713,5.963181927924545,-4.293663190038086,2.2904393150474388e-05,-37.29173131816208,-13.91605816069786,0.051006448913134016,-0.2258460734950555,0.042964038,4.870781,-0.22584605065084673,345
59,left_heel_z,raw_std,depth,6.406725621608479,9.00152176833487,6.77862519426627,0.945136430765878,0.3452545285529196,-6.87937975915341,19.69283100237037,0.0025975583625789363,0.05096624728758177,0.042964038,5.400806,0.050966246908384964,345
59,left_heel_z,raw_std,left_right,7.918698259283279,-1.5946556224862762,4.757619514254658,1.6644244533547667,0.09694083552129598,-1.4062359886558502,17.243632507222408,0.008011991460032439,0.08950972829828296,0.042964038,3.8009193,0.08950973066685647,345
60,right_big_toe_x,raw_mean,angle,6.853532803435047,-86.18041388529676,0.7107538214139639,9.642625332355896,1.2571158466630183e-19,5.460455313463678,8.246610293406416,0.21326706655721553,0.4618084738906547,0.3282056,4.870781,0.46180842653291765,345
60,right_big_toe_x,raw_mean,depth,-1.0620972696530224,30.062903039765978,0.8866638973553547,-1.197857804767885,0.2317994603836887,-2.7999585084695173,0.6757639691634727,0.0041658480985660796,-0.06454338152410423,0.3282056,5.400806,-0.06454337545418795,345
60,right_big_toe_x,raw_mean,left_right,-0.18289115062339603,2.7312373311104134,0.6252323510886193,-0.2925170943329408,0.7700681574212844,-1.4083465587570898,1.0425642575102976,0.0002494020701952734,-0.015792468780886457,0.3282056,3.8009193,-0.015792468516952842,345
60,right_big_toe_x,raw_std,angle,-2.474769858326633,46.18985343372766,0.48480198005098213,-5.10470245617888,5.502201078339553e-07,-3.424981739226558,-1.5245579774267082,0.07060675577355706,-0.26571931765221185,0.5229822,4.870781,-0.2657193133404552,345
60,right_big_toe_x,raw_std,depth,0.9804525385894627,9.379144109933684,0.555083609040854,1.766315060687194,0.07823245282446462,-0.10751133513061117,2.0684164123095368,0.009013839348729744,0.09494124155881754,0.5229822,5.400806,0.094941239934594,345
60,right_big_toe_x,raw_std,left_right,0.6160826062118583,-0.958015674890304,0.39101074238934314,1.5756155507318599,0.11603628080347617,-0.1502984488712542,1.3824636612949708,0.007185787706190967,0.0847690256295952,0.5229822,3.8009193,0.084769021944832,345
61,right_big_toe_y,raw_mean,angle,5.2953990648314555,176.5615275303325,0.9646550904465893,5.489422195844049,7.856797095973025e-08,3.4046750875561407,7.18612304210677,0.08075859006616848,0.28418055891663047,0.2613932,4.870781,0.2841805548548923,345
61,right_big_toe_y,raw_mean,depth,-0.5725341457230531,-4.513230327450431,1.1151940660325996,-0.5133941823775061,0.6080061392782102,-2.7583145151469486,1.6132462237008423,0.0007678460715921263,-0.027710035575439565,0.2613932,5.400806,-0.02771003610748802,345
61,right_big_toe_y,raw_mean,left_right,0.6064164223189695,14.228355607671833,0.7844573616334625,0.7730393670552581,0.4400314709450925,-0.931120006482617,2.143952851120556,0.0017392143619384419,0.041703889050524315,0.2613932,3.8009193,0.041703889206169756,345
61,right_big_toe_y,raw_std,angle,-4.875268602374251,46.06655732587322,1.1269555447728976,-4.326052278625337,1.9933986035712448e-05,-7.084101470129131,-2.666435734619372,0.05173891703126216,-0.22746190237325933,0.22725251,4.870781,-0.2274618825114779,345
61,right_big_toe_y,raw_std,depth,0.8525763395551034,9.556892586805887,1.2823989665709803,0.6648292471997354,0.506606449184729,-1.6609256349240178,3.3660783140342243,0.001286965282635339,0.03587429835739424,0.22725251,5.400806,0.035874297126219305,345
61,right_big_toe_y,raw_std,left_right,2.4476749845789265,-1.0747526463910169,0.8933709828807589,2.739819214506126,0.006468771971660106,0.6966678581326391,4.198682111025214,0.021416455862458716,0.14634362255478958,0.22725251,3.8009193,0.14634362496379902,345
62,right_big_toe_z,raw_mean,angle,-61.91244031539425,70.64342230060693,9.1665620226394,-6.754161501605955,6.16304197617992e-11,-79.87890187976748,-43.94597875102102,0.11738678008213307,-0.3426175419941791,0.026954437,4.870781,-0.34261751986224925,345
62,right_big_toe_z,raw_mean,depth,1.2267350871209572,9.160245552445266,10.818650894831855,0.11339076369558955,0.9097870995847092,-19.977820666749476,22.43129084099139,3.7483916452811216e-05,0.006122410999991034,0.026954437,5.400806,0.006122410957003569,345
62,right_big_toe_z,raw_mean,left_right,13.68160497334836,-6.342107125988499,7.578050715602369,1.8054253642271683,0.07188484132330993,-1.1713744292322819,28.534584375929,0.009413633918942668,0.09702388323986351,0.026954437,3.8009193,0.09702388345447234,345
62,right_big_toe_z,raw_std,angle,-44.106853009683995,46.80907410903684,13.921395788791305,-3.168278072030411,0.0016712756850305987,-71.39278875571495,-16.820917263653037,0.02843316113684758,-0.16862135433226594,0.018621089,4.870781,-0.16862134143033408,345
62,right_big_toe_z,raw_std,depth,-9.439107312493043,9.942307463072696,15.652233078759627,-0.6030517987431511,0.546872762527882,-40.11748414686191,21.239269521875826,0.001059143707336088,-0.03254448812527381,0.018621089,5.400806,-0.03254448551237022,345
62,right_big_toe_z,raw_std,left_right,15.054370446396387,-1.2345573568480401,10.991377197854687,1.3696527901284945,0.1716913048463374,-6.488728861398801,36.59746975419158,0.005439488523980237,0.07375288824161558,0.018621089,3.8009193,0.0737528863038031,345
