feature_name,feature_type,beta,p_value,r_squared
left_knee_z,raw_std,107.95179550593765,0.15116954335446847,0.031924982198913966
left_elbow_z,raw_std,-76.43774477005314,0.0013332739760557324,0.14965881399101053
right_small_toe_z,raw_mean,71.91956415501164,0.31060571565707906,0.016059501077323998
right_ankle_z,raw_mean,69.61523808500806,0.01122110488959389,0.09629234713939917
right_eye_z,raw_std,65.69371053442397,0.11186692488778924,0.03902144964752903
