feature_name,feature_type,beta,p_value,r_squared
left_knee_z,raw_mean,-57.45782429936421,0.09016897193266322,0.03936127587659945
left_heel_z,raw_mean,-54.58276635167696,0.08748692952967867,0.0400148196230145
left_ankle_z,raw_mean,-44.41164849592617,0.2804108751310387,0.0161624787922415
right_shoulder_z,raw_std,-37.613833893258494,0.07749491890259891,0.0426513533419549
neck_z,raw_std,-32.6426845733735,0.14508468651752685,0.029257111356812807
