feature_name,feature_type,beta,p_value,r_squared
right_big_toe_z,raw_std,30.555207193937797,0.05903597422432607,0.05143096955828835
right_small_toe_z,raw_std,17.79787095739805,0.09533460668132898,0.040373617089639616
left_small_toe_z,raw_std,17.512282043081512,0.02049472168887099,0.07645748348399206
left_big_toe_z,raw_std,17.132303835415314,0.021457403891638034,0.07536238661000458
left_ankle_z,raw_std,15.600546450027535,0.07366497614724266,0.046290284728039234
