feature_name,feature_type,beta,p_value,r_squared
right_small_toe_z,raw_mean,-123.98364834390917,0.00019923615289258684,0.19041769460221591
right_big_toe_z,raw_mean,-99.1851377496097,0.006711960707333851,0.10611595122851053
left_big_toe_z,raw_mean,-82.657983731231,0.09784288545113053,0.04097216994534266
left_small_toe_z,raw_mean,-78.77945925843302,0.045449139853226524,0.059264703093686776
right_knee_z,raw_mean,-48.71785691847635,0.008169972758152292,0.10129121602270157
