feature_name,feature_type,beta,p_value,r_squared
right_knee_z,raw_std,114.69079187203579,0.057393064553912014,0.05444504982728191
left_knee_z,raw_std,100.63162590752458,0.16061811578878643,0.030055343673830122
right_hip_z,raw_std,98.53375772188087,0.015923391454809446,0.0861510140020997
mid_hip_z,raw_std,95.46150348880205,0.019252005530190637,0.0814238274361721
left_hip_z,raw_std,90.63054075146756,0.024518802643633965,0.07541046201901463
