feature_name,feature_type,beta,p_value,r_squared
left_knee_z,raw_mean,124.46510167987168,0.0029938443889053357,0.12767380569522038
left_small_toe_z,raw_mean,-111.42954938370691,0.007384404102414955,0.1052939016558723
left_heel_z,raw_std,96.78390109056906,0.020362719420925025,0.08002798954774325
left_ankle_z,raw_std,89.08688416991166,0.09040258116036241,0.04347652496848265
left_big_toe_z,raw_mean,-87.27634408976265,0.02602323772362723,0.0739318357552814
